utc,filter,pm,lat,lon
1321389979,2.5,0.022,37.813237,-122.297467
1321389980,2.5,0.02,37.81324,-122.297472
1321389981,2.5,0.019,37.813242,-122.297472
1321389982,2.5,0.019,37.813242,-122.297473
1321389983,2.5,0.019,37.813243,-122.297477
1321389984,2.5,0.02,37.813243,-122.29748
1321389985,2.5,0.02,37.813242,-122.29748
1321389986,2.5,0.019,37.81324,-122.297478
1321389987,2.5,0.02,37.81324,-122.297478
1321389988,2.5,0.02,37.813238,-122.29748
1321389989,2.5,0.02,37.813237,-122.297478
1321389990,2.5,0.018,37.813238,-122.297492
1321389991,2.5,0.018,37.813242,-122.297503
1321389992,2.5,0.019,37.813243,-122.297513
1321389993,2.5,0.019,37.813245,-122.29752
1321389994,2.5,0.018,37.813247,-122.297523
1321389995,2.5,0.019,37.813243,-122.29751
1321389996,2.5,0.02,37.813245,-122.29751
1321389997,2.5,0.019,37.813243,-122.2975
1321389998,2.5,0.02,37.813243,-122.2975
1321389999,2.5,0.023,37.813248,-122.297508
1321390000,2.5,0.02,37.813257,-122.297523
1321390001,2.5,0.018,37.81326,-122.297528
1321390002,2.5,0.016,37.813258,-122.297532
1321390003,2.5,0.016,37.81326,-122.297537
1321390004,2.5,0.015,37.813263,-122.297542
1321390005,2.5,0.016,37.813265,-122.297547
1321390006,2.5,0.017,37.813268,-122.297552
1321390007,2.5,0.016,37.81327,-122.297557
1321390008,2.5,0.017,37.813272,-122.297562
1321390009,2.5,0.02,37.813275,-122.297567
1321390010,2.5,0.02,37.813277,-122.297568
1321390011,2.5,0.018,37.813277,-122.297572
1321390012,2.5,0.018,37.813277,-122.297575
1321390013,2.5,0.018,37.813275,-122.297575
1321390014,2.5,0.016,37.813275,-122.297577
1321390015,2.5,0.017,37.813273,-122.297577
1321390016,2.5,0.019,37.813272,-122.297577
1321390017,2.5,0.018,37.81327,-122.297577
1321390018,2.5,0.017,37.813268,-122.297577
1321390019,2.5,0.018,37.813268,-122.297578
1321390020,2.5,0.018,37.813267,-122.297578
1321390021,2.5,0.017,37.813265,-122.297577
1321390022,2.5,0.016,37.813265,-122.297577
1321390023,2.5,0.016,37.813265,-122.297577
1321390024,2.5,0.017,37.813263,-122.297577
1321390025,2.5,0.016,37.813262,-122.297575
1321390026,2.5,0.016,37.81326,-122.297573
1321390027,2.5,0.017,37.81326,-122.297572
1321390028,2.5,0.016,37.813257,-122.29757
1321390029,2.5,0.015,37.813255,-122.297568
1321390030,2.5,0.016,37.81325,-122.297557
1321390031,2.5,0.016,37.813245,-122.297542
1321390032,2.5,0.018,37.813238,-122.29754
1321390033,2.5,0.017,37.813235,-122.297542
1321390034,2.5,0.017,37.813237,-122.297548
1321390035,2.5,0.017,37.81323,-122.297538
1321390036,2.5,0.017,37.813215,-122.297517
