utc,filter,pm,lat,lon
1308257367,2.5,0.019,37.811897,-122.298698
1308257368,2.5,0.021,37.81187,-122.29867
1308257369,2.5,0.02,37.811858,-122.298673
1308257370,2.5,0.02,37.811847,-122.298685
1308257371,2.5,0.022,37.811838,-122.298695
1308257372,2.5,0.023,37.811832,-122.298705
1308257373,2.5,0.024,37.811822,-122.298713
1308257374,2.5,0.022,37.811828,-122.298562
1308257375,2.5,0.021,37.811823,-122.298618
1308257376,2.5,0.021,37.81179,-122.298913
1308257377,2.5,0.023,37.81177,-122.298837
1308257378,2.5,0.023,37.811778,-122.298873
1308257379,2.5,0.02,37.811765,-122.298813
1308257380,2.5,0.024,37.811743,-122.298662
1308257381,2.5,0.025,37.811762,-122.29877
1308257382,2.5,0.024,37.811743,-122.298607
1308257383,2.5,0.024,37.811725,-122.298818
1308257384,2.5,0.024,37.81172,-122.298873
1308257385,2.5,0.023,37.811698,-122.298807
1308257386,2.5,0.023,37.811685,-122.298837
1308257387,2.5,0.025,37.811677,-122.298832
1308257388,2.5,0.025,37.811667,-122.298832
1308257389,2.5,0.023,37.811655,-122.298843
1308257390,2.5,0.023,37.811648,-122.298847
1308257391,2.5,0.024,37.811698,-122.29903
1308257392,2.5,0.023,37.811687,-122.299042
1308257393,2.5,0.023,37.811677,-122.29905
1308257394,2.5,0.024,37.811667,-122.299058
1308257395,2.5,0.023,37.811657,-122.29907
1308257396,2.5,0.024,37.81165,-122.299105
1308257397,2.5,0.024,37.811642,-122.299103
1308257398,2.5,0.024,37.81163,-122.299113
1308257399,2.5,0.025,37.81162,-122.299125
1308257400,2.5,0.025,37.811608,-122.299133
1308257401,2.5,0.025,37.811595,-122.299135
1308257402,2.5,0.025,37.811583,-122.299138
1308257403,2.5,0.026,37.811572,-122.299145
1308257404,2.5,0.027,37.811562,-122.299153
1308257405,2.5,0.024,37.811552,-122.29916
1308257406,2.5,0.024,37.81154,-122.299168
1308257407,2.5,0.024,37.811533,-122.299188
1308257408,2.5,0.025,37.811522,-122.2992
1308257409,2.5,0.025,37.811512,-122.29921
1308257410,2.5,0.025,37.8115,-122.29922
1308257411,2.5,0.024,37.811488,-122.299228
1308257412,2.5,0.023,37.811478,-122.299237
1308257413,2.5,0.023,37.811468,-122.299245
1308257414,2.5,0.026,37.811457,-122.299253
1308257415,2.5,0.027,37.811445,-122.29926
1308257416,2.5,0.028,37.811433,-122.299267
1308257417,2.5,0.025,37.811422,-122.299273
1308257418,2.5,0.024,37.811412,-122.29928
1308257419,2.5,0.024,37.8114,-122.299288
1308257420,2.5,0.025,37.811388,-122.299297
1308257421,2.5,0.028,37.811377,-122.299303
1308257422,2.5,0.028,37.811365,-122.299312
1308257423,2.5,0.024,37.811355,-122.299325
1308257424,2.5,0.024,37.811345,-122.299337
1308257425,2.5,0.025,37.811335,-122.299343
1308257426,2.5,0.026,37.811323,-122.299348
1308257427,2.5,0.026,37.811312,-122.299355
1308257428,2.5,0.027,37.811302,-122.299357
1308257429,2.5,0.026,37.81129,-122.29936
1308257430,2.5,0.027,37.811278,-122.299365
1308257431,2.5,0.025,37.811268,-122.299373
1308257432,2.5,0.025,37.81126,-122.299383
1308257433,2.5,0.027,37.811248,-122.299393
1308257434,2.5,0.026,37.81124,-122.2994
1308257435,2.5,0.025,37.81123,-122.29941
1308257436,2.5,0.025,37.811215,-122.299418
1308257437,2.5,0.024,37.811202,-122.299423
1308257438,2.5,0.023,37.81119,-122.299432
1308257439,2.5,0.024,37.811178,-122.299438
1308257440,2.5,0.025,37.811168,-122.29946
1308257441,2.5,0.025,37.81116,-122.299475
1308257442,2.5,0.024,37.81115,-122.299478
1308257443,2.5,0.024,37.811145,-122.29949
1308257444,2.5,0.023,37.811138,-122.299503
1308257445,2.5,0.026,37.81113,-122.299513
1308257446,2.5,0.026,37.811115,-122.299525
1308257447,2.5,0.023,37.811102,-122.299535
1308257448,2.5,0.028,37.811085,-122.299553
1308257449,2.5,0.028,37.81107,-122.299572
1308257450,2.5,0.028,37.811053,-122.29958
1308257451,2.5,0.029,37.811038,-122.299597
1308257452,2.5,0.025,37.811027,-122.299612
1308257453,2.5,0.024,37.811023,-122.29963
1308257454,2.5,0.028,37.811012,-122.299652
1308257455,2.5,0.027,37.811002,-122.299667
1308257456,2.5,0.023,37.810993,-122.29967
1308257457,2.5,0.023,37.810983,-122.299667
1308257458,2.5,0.022,37.810972,-122.299687
1308257459,2.5,0.023,37.81096,-122.299717
1308257460,2.5,0.024,37.81095,-122.299713
1308257461,2.5,0.024,37.810938,-122.299707
1308257462,2.5,0.026,37.810927,-122.299705
1308257463,2.5,0.025,37.810915,-122.29971
1308257464,2.5,0.022,37.810907,-122.299708
1308257465,2.5,0.021,37.8109,-122.299703
1308257466,2.5,0.02,37.81089,-122.299717
1308257467,2.5,0.022,37.810877,-122.299728
1308257468,2.5,0.023,37.810865,-122.29973
1308257469,2.5,0.023,37.810853,-122.299735
1308257470,2.5,0.027,37.810843,-122.299738
1308257471,2.5,0.025,37.810833,-122.299745
1308257472,2.5,0.022,37.810823,-122.299753
1308257473,2.5,0.023,37.810812,-122.299762
1308257474,2.5,0.025,37.8108,-122.299773
1308257475,2.5,0.024,37.810787,-122.299782
1308257476,2.5,0.022,37.810775,-122.29979
1308257477,2.5,0.023,37.810763,-122.299798
1308257478,2.5,0.024,37.810752,-122.299807
1308257479,2.5,0.024,37.81074,-122.299815
1308257480,2.5,0.024,37.810728,-122.299822
1308257481,2.5,0.025,37.810718,-122.299832
1308257482,2.5,0.025,37.810708,-122.299842
1308257483,2.5,0.024,37.810698,-122.299852
1308257484,2.5,0.022,37.810687,-122.29986
1308257485,2.5,0.022,37.810677,-122.29987
1308257486,2.5,0.023,37.810667,-122.299878
1308257487,2.5,0.022,37.810655,-122.299887
1308257488,2.5,0.022,37.810643,-122.299893
1308257489,2.5,0.021,37.81063,-122.2999
1308257490,2.5,0.018,37.81062,-122.299907
1308257491,2.5,0.023,37.810608,-122.299913
1308257492,2.5,0.021,37.810597,-122.29992
1308257493,2.5,0.02,37.810585,-122.299928
1308257494,2.5,0.022,37.810575,-122.299937
1308257495,2.5,0.026,37.810563,-122.299945
1308257496,2.5,0.025,37.810552,-122.299952
1308257497,2.5,0.025,37.81054,-122.29996
