utc,filter,pm,lat,lon
1330626864,2.5,0.007,37.813092,-122.297757
1330626865,2.5,0.007,37.813105,-122.297762
1330626866,2.5,0.007,37.81313,-122.297765
1330626867,2.5,0.008,37.813178,-122.297785
1330626868,2.5,0.008,37.813178,-122.297783
1330626869,2.5,0.007,37.813163,-122.297777
1330626870,2.5,0.008,37.813165,-122.29778
1330626871,2.5,0.007,37.813132,-122.29776
1330626872,2.5,0.007,37.813093,-122.297735
1330626873,2.5,0.006,37.813077,-122.297728
1330626874,2.5,0.007,37.813082,-122.29773
1330626875,2.5,0.007,37.813082,-122.297733
1330626876,2.5,0.007,37.813082,-122.297737
1330626877,2.5,0.007,37.813092,-122.297742
1330626878,2.5,0.007,37.813105,-122.297752
1330626879,2.5,0.006,37.813117,-122.297745
1330626880,2.5,0.007,37.813155,-122.297748
1330626881,2.5,0.007,37.81317,-122.297753
1330626882,2.5,0.006,37.813178,-122.297757
1330626883,2.5,0.007,37.813182,-122.29775
1330626884,2.5,0.007,37.813167,-122.297743
1330626885,2.5,0.007,37.81315,-122.297733
1330626886,2.5,0.007,37.813122,-122.297732
1330626887,2.5,0.008,37.813132,-122.297738
1330626888,2.5,0.008,37.813135,-122.297738
1330626889,2.5,0.008,37.813148,-122.29774
1330626890,2.5,0.007,37.813132,-122.297748
1330626891,2.5,0.007,37.813137,-122.29775
1330626892,2.5,0.006,37.813147,-122.297752
1330626893,2.5,0.006,37.813142,-122.297763
1330626894,2.5,0.007,37.813142,-122.297772
1330626895,2.5,0.007,37.813118,-122.297783
1330626896,2.5,0.006,37.8131,-122.297798
1330626897,2.5,0.007,37.813082,-122.297805
1330626898,2.5,0.008,37.81307,-122.297812
1330626899,2.5,0.007,37.813082,-122.297818
1330626900,2.5,0.008,37.813085,-122.297818
1330626901,2.5,0.008,37.813087,-122.297817
1330626902,2.5,0.008,37.813088,-122.297815
1330626903,2.5,0.007,37.813097,-122.297807
1330626904,2.5,0.007,37.813107,-122.2978
1330626905,2.5,0.008,37.813125,-122.2978
1330626906,2.5,0.008,37.813145,-122.297798
1330626907,2.5,0.006,37.81316,-122.2978
1330626908,2.5,0.007,37.813182,-122.297798
1330626909,2.5,0.008,37.813195,-122.297798
1330626910,2.5,0.007,37.813195,-122.297807
1330626911,2.5,0.007,37.81319,-122.29781
1330626912,2.5,0.008,37.813182,-122.297818
1330626913,2.5,0.009,37.813173,-122.297828
1330626914,2.5,0.008,37.813175,-122.297832
1330626915,2.5,0.006,37.813138,-122.297833
1330626916,2.5,0.007,37.81312,-122.297825
1330626917,2.5,0.008,37.813108,-122.297825
1330626918,2.5,0.007,37.813078,-122.297823
1330626919,2.5,0.008,37.813067,-122.297818
1330626920,2.5,0.007,37.81305,-122.297818
1330626921,2.5,0.006,37.81303,-122.297818
1330626922,2.5,0.007,37.813012,-122.297813
1330626923,2.5,0.008,37.812988,-122.29782
1330626924,2.5,0.006,37.812983,-122.297833
1330626925,2.5,0.007,37.812972,-122.29784
1330626926,2.5,0.008,37.812972,-122.297845
1330626927,2.5,0.008,37.812962,-122.297843
1330626928,2.5,0.006,37.812952,-122.297848
1330626929,2.5,0.006,37.812958,-122.297852
1330626930,2.5,0.007,37.812942,-122.297843
1330626931,2.5,0.007,37.812962,-122.297833
1330626932,2.5,0.006,37.81298,-122.297837
1330626933,2.5,0.007,37.812975,-122.297842
1330626934,2.5,0.007,37.812983,-122.297848
1330626935,2.5,0.007,37.81299,-122.297838
1330626936,2.5,0.007,37.812978,-122.29783
1330626937,2.5,0.007,37.812968,-122.297827
1330626938,2.5,0.006,37.812962,-122.297823
1330626939,2.5,0.006,37.812958,-122.297817
1330626940,2.5,0.007,37.81296,-122.29781
1330626941,2.5,0.007,37.81297,-122.297813
1330626942,2.5,0.008,37.812978,-122.297815
1330626943,2.5,0.008,37.812983,-122.297817
1330626944,2.5,0.008,37.812975,-122.297812
1330626945,2.5,0.008,37.812993,-122.297818
1330626946,2.5,0.008,37.813013,-122.297817
1330626947,2.5,0.008,37.81303,-122.29782
1330626948,2.5,0.007,37.813042,-122.297828
1330626949,2.5,0.006,37.813057,-122.297833
1330626950,2.5,0.007,37.81306,-122.297828
1330626951,2.5,0.007,37.813068,-122.297828
1330626952,2.5,0.007,37.813072,-122.29782
1330626953,2.5,0.007,37.813063,-122.297815
1330626954,2.5,0.007,37.813058,-122.29782
1330626955,2.5,0.007,37.813043,-122.297827
1330626956,2.5,0.007,37.813027,-122.297832
1330626957,2.5,0.007,37.813003,-122.29783
1330626958,2.5,0.007,37.812993,-122.297825
1330626959,2.5,0.008,37.812982,-122.297828
1330626960,2.5,0.008,37.812973,-122.297827
1330626961,2.5,0.008,37.81298,-122.297823
1330626962,2.5,0.007,37.813008,-122.297823
1330626963,2.5,0.007,37.81302,-122.297825
1330626964,2.5,0.006,37.81305,-122.297835
1330626965,2.5,0.007,37.813067,-122.297833
1330626966,2.5,0.007,37.81308,-122.297838
1330626967,2.5,0.007,37.813095,-122.297843
1330626968,2.5,0.007,37.813128,-122.297842
1330626969,2.5,0.007,37.813152,-122.297837
1330626970,2.5,0.008,37.813188,-122.297825
1330626971,2.5,0.008,37.813182,-122.29782
1330626972,2.5,0.008,37.813167,-122.297817
1330626973,2.5,0.008,37.81317,-122.297815
1330626974,2.5,0.007,37.813163,-122.297807
1330626975,2.5,0.007,37.813127,-122.297793
1330626976,2.5,0.008,37.813092,-122.297785
1330626977,2.5,0.008,37.81308,-122.297783
1330626978,2.5,0.009,37.8131,-122.297785
1330626979,2.5,0.007,37.813095,-122.297783
1330626980,2.5,0.008,37.813098,-122.297783
1330626981,2.5,0.008,37.813125,-122.297787
1330626982,2.5,0.007,37.813137,-122.297792
1330626983,2.5,0.007,37.813142,-122.297793
1330626984,2.5,0.007,37.813137,-122.297793
1330626985,2.5,0.007,37.813092,-122.297797
1330626986,2.5,0.007,37.813082,-122.297795
1330626987,2.5,0.006,37.813062,-122.297798
1330626988,2.5,0.006,37.81306,-122.297797
1330626989,2.5,0.007,37.813055,-122.297797
1330626990,2.5,0.007,37.81306,-122.297797
1330626991,2.5,0.008,37.813038,-122.297792
1330626992,2.5,0.008,37.813028,-122.297793
1330626993,2.5,0.007,37.81302,-122.297795
1330626994,2.5,0.007,37.81302,-122.297797
1330626995,2.5,0.008,37.813023,-122.297793
1330626996,2.5,0.007,37.813028,-122.2978
1330626997,2.5,0.007,37.813038,-122.297805
1330626998,2.5,0.007,37.813033,-122.297803
1330626999,2.5,0.008,37.813032,-122.297798
1330627000,2.5,0.006,37.81304,-122.297797
1330627001,2.5,0.006,37.813045,-122.29779
1330627002,2.5,0.007,37.813047,-122.297778
1330627003,2.5,0.007,37.813053,-122.297775
1330627004,2.5,0.008,37.813057,-122.297777
1330627005,2.5,0.008,37.813052,-122.297775
1330627006,2.5,0.007,37.813058,-122.297777
1330627007,2.5,0.007,37.813043,-122.297778
1330627008,2.5,0.008,37.813045,-122.297783
1330627009,2.5,0.009,37.81303,-122.297787
1330627010,2.5,0.007,37.813007,-122.297787
1330627011,2.5,0.007,37.812988,-122.297787
1330627012,2.5,0.007,37.812983,-122.297787
1330627013,2.5,0.007,37.812987,-122.297777
1330627014,2.5,0.007,37.812995,-122.297772
