utc,filter,pm,lat,lon
1319132588,2.5,0.032,37.81333,-122.297682
1319132589,2.5,0.031,37.81333,-122.297682
1319132590,2.5,0.028,37.81333,-122.29768
1319132591,2.5,0.027,37.81333,-122.297678
1319132592,2.5,0.027,37.81333,-122.297678
1319132593,2.5,0.03,37.81333,-122.297677
1319132594,2.5,0.031,37.81333,-122.297677
1319132595,2.5,0.028,37.81333,-122.297677
1319132596,2.5,0.028,37.81333,-122.297677
1319132597,2.5,0.028,37.81333,-122.297677
1319132598,2.5,0.028,37.81333,-122.297675
1319132599,2.5,0.03,37.81333,-122.297675
1319132600,2.5,0.028,37.81333,-122.297675
1319132601,2.5,0.027,37.81333,-122.297673
1319132602,2.5,0.027,37.813332,-122.297673
1319132603,2.5,0.029,37.813333,-122.297672
1319132604,2.5,0.027,37.813333,-122.29767
1319132605,2.5,0.026,37.813335,-122.29767
1319132606,2.5,0.027,37.813335,-122.297668
1319132607,2.5,0.026,37.813337,-122.297668
1319132608,2.5,0.025,37.813338,-122.297668
1319132609,2.5,0.026,37.81334,-122.297668
1319132610,2.5,0.027,37.81334,-122.297668
1319132611,2.5,0.027,37.813342,-122.297667
1319132612,2.5,0.026,37.813342,-122.297667
1319132613,2.5,0.027,37.813343,-122.297667
1319132614,2.5,0.026,37.813343,-122.297667
1319132615,2.5,0.027,37.813345,-122.297667
1319132616,2.5,0.026,37.813345,-122.297667
1319132617,2.5,0.026,37.813347,-122.297667
1319132618,2.5,0.027,37.813347,-122.297667
1319132619,2.5,0.027,37.813347,-122.297667
1319132620,2.5,0.029,37.813348,-122.297667
1319132621,2.5,0.029,37.813348,-122.297665
1319132622,2.5,0.028,37.81335,-122.297667
1319132623,2.5,0.027,37.81335,-122.297667
1319132624,2.5,0.026,37.81335,-122.297667
1319132625,2.5,0.027,37.813352,-122.297667
1319132626,2.5,0.026,37.813352,-122.297667
1319132627,2.5,0.027,37.813352,-122.297667
1319132628,2.5,0.028,37.813353,-122.297667
1319132629,2.5,0.029,37.813353,-122.297667
1319132630,2.5,0.029,37.813353,-122.297667
1319132631,2.5,0.028,37.813355,-122.297668
