utc,filter,pm,lat,lon
1266961068,10.0,0.012,37.813457,-122.29741
1266961069,10.0,0.012,37.813265,-122.297315
1266961070,10.0,0.014,37.813407,-122.297007
1266961071,10.0,0.014,37.812933,-122.29768
1266961072,10.0,0.012,37.812893,-122.297807
1266961073,10.0,0.013,37.812932,-122.297783
1266961074,10.0,0.014,37.812978,-122.297788
1266961075,10.0,0.014,37.813012,-122.29779
1266961076,10.0,0.014,37.81305,-122.297795
1266961077,10.0,0.012,37.813057,-122.297783
1266961078,10.0,0.012,37.813048,-122.297688
1266961079,10.0,0.013,37.813092,-122.29766
1266961080,10.0,0.013,37.813133,-122.297638
1266961081,10.0,0.013,37.81314,-122.297638
1266961082,10.0,0.013,37.813138,-122.297647
1266961083,10.0,0.012,37.813142,-122.297675
1266961084,10.0,0.012,37.813138,-122.297707
1266961085,10.0,0.013,37.813135,-122.297732
1266961086,10.0,0.013,37.81313,-122.297748
1266961087,10.0,0.016,37.813122,-122.297768
1266961088,10.0,0.019,37.813135,-122.297778
1266961089,10.0,0.012,37.813133,-122.297777
1266961090,10.0,0.013,37.813173,-122.297812
1266961091,10.0,0.015,37.8132,-122.297827
1266961092,10.0,0.014,37.813207,-122.29784
1266961093,10.0,0.013,37.813183,-122.297853
1266961094,10.0,0.013,37.81316,-122.297852
1266961095,10.0,0.013,37.813153,-122.297855
1266961096,10.0,0.013,37.813165,-122.297877
1266961097,10.0,0.014,37.81318,-122.2979
1266961098,10.0,0.013,37.813185,-122.297913
1266961099,10.0,0.014,37.813175,-122.297913
1266961100,10.0,0.014,37.813175,-122.297918
1266961101,10.0,0.015,37.81314,-122.297918
1266961102,10.0,0.014,37.813103,-122.297913
1266961103,10.0,0.014,37.813075,-122.297903
1266961104,10.0,0.014,37.81306,-122.297902
1266961105,10.0,0.013,37.813053,-122.297893
1266961106,10.0,0.013,37.813055,-122.29789
1266961107,10.0,0.013,37.813053,-122.297887
1266961108,10.0,0.013,37.813052,-122.297888
1266961109,10.0,0.013,37.813058,-122.2979
1266961110,10.0,0.013,37.81306,-122.297903
1266961111,10.0,0.014,37.813058,-122.297907
1266961112,10.0,0.014,37.813067,-122.297923
1266961113,10.0,0.015,37.81308,-122.297945
1266961114,10.0,0.013,37.813095,-122.297968
1266961115,10.0,0.014,37.813083,-122.297977
1266961116,10.0,0.014,37.813065,-122.297982
1266961117,10.0,0.013,37.813048,-122.297987
1266961118,10.0,0.014,37.813042,-122.297993
1266961119,10.0,0.013,37.813038,-122.298005
1266961120,10.0,0.014,37.813025,-122.298012
1266961121,10.0,0.014,37.81301,-122.298015
1266961122,10.0,0.014,37.81299,-122.29802
1266961123,10.0,0.015,37.812978,-122.298027
1266961124,10.0,0.016,37.812968,-122.29803
1266961125,10.0,0.019,37.812952,-122.298035
1266961126,10.0,0.018,37.812943,-122.29804
1266961127,10.0,0.016,37.81293,-122.298043
1266961128,10.0,0.016,37.812913,-122.298045
1266961129,10.0,0.015,37.812907,-122.298053
1266961130,10.0,0.014,37.812898,-122.29806
1266961131,10.0,0.016,37.812895,-122.298072
1266961132,10.0,0.018,37.812895,-122.298087
1266961133,10.0,0.016,37.81289,-122.298097
1266961134,10.0,0.015,37.812888,-122.29811
1266961135,10.0,0.015,37.81288,-122.298117
1266961136,10.0,0.015,37.812873,-122.29813
1266961137,10.0,0.017,37.81287,-122.298142
1266961138,10.0,0.016,37.812868,-122.298155
