utc,filter,pm,lat,lon
1334353137,2.5,0.008,37.813383,-122.297638
1334353138,2.5,0.009,37.813383,-122.297645
1334353139,2.5,0.009,37.813382,-122.297653
1334353140,2.5,0.008,37.813375,-122.297652
1334353141,2.5,0.007,37.813383,-122.297658
1334353142,2.5,0.008,37.813378,-122.297663
1334353143,2.5,0.008,37.813388,-122.297672
1334353144,2.5,0.007,37.813403,-122.297688
1334353145,2.5,0.008,37.813403,-122.297697
1334353146,2.5,0.006,37.813387,-122.297692
1334353147,2.5,0.006,37.813383,-122.297692
1334353148,2.5,0.006,37.813382,-122.297692
1334353149,2.5,0.007,37.813378,-122.297692
1334353150,2.5,0.006,37.813378,-122.297687
1334353151,2.5,0.006,37.81338,-122.297683
1334353152,2.5,0.005,37.813377,-122.297673
1334353153,2.5,0.005,37.813375,-122.297672
1334353154,2.5,0.006,37.813368,-122.297668
1334353155,2.5,0.006,37.81336,-122.297663
1334353156,2.5,0.005,37.813353,-122.297652
1334353157,2.5,0.006,37.813355,-122.297645
1334353158,2.5,0.006,37.813352,-122.29764
1334353159,2.5,0.006,37.813343,-122.297632
1334353160,2.5,0.005,37.813327,-122.297618
1334353161,2.5,0.005,37.813317,-122.29761
1334353162,2.5,0.006,37.813305,-122.297602
1334353163,2.5,0.005,37.813298,-122.297592
1334353164,2.5,0.005,37.813292,-122.297582
1334353165,2.5,0.005,37.813287,-122.29757
1334353166,2.5,0.005,37.81328,-122.297555
1334353167,2.5,0.005,37.813277,-122.297542
1334353168,2.5,0.005,37.813273,-122.29753
1334353169,2.5,0.005,37.813268,-122.29752
1334353170,2.5,0.007,37.813263,-122.29751
1334353171,2.5,0.007,37.813258,-122.297497
1334353172,2.5,0.005,37.813255,-122.297487
1334353173,2.5,0.006,37.81325,-122.297477
1334353174,2.5,0.006,37.813247,-122.297465
1334353175,2.5,0.005,37.813243,-122.29745
1334353176,2.5,0.005,37.813238,-122.29744
1334353177,2.5,0.006,37.813233,-122.297432
1334353178,2.5,0.005,37.813232,-122.297425
1334353179,2.5,0.006,37.81322,-122.297413
1334353180,2.5,0.006,37.813213,-122.2974
1334353181,2.5,0.007,37.813212,-122.29739
1334353182,2.5,0.006,37.813208,-122.29738
1334353183,2.5,0.005,37.813203,-122.29737
1334353184,2.5,0.005,37.813198,-122.29736
1334353185,2.5,0.005,37.813193,-122.29735
1334353186,2.5,0.005,37.813188,-122.29734
1334353187,2.5,0.006,37.813185,-122.29733
1334353188,2.5,0.006,37.813182,-122.297313
1334353189,2.5,0.005,37.813172,-122.297312
1334353190,2.5,0.005,37.813165,-122.29731
1334353191,2.5,0.006,37.813147,-122.297312
1334353192,2.5,0.005,37.813148,-122.297302
1334353193,2.5,0.005,37.813158,-122.297305
1334353194,2.5,0.006,37.813167,-122.297312
1334353195,2.5,0.006,37.813177,-122.297315
1334353196,2.5,0.005,37.81318,-122.297327
1334353197,2.5,0.005,37.813182,-122.29732
1334353198,2.5,0.005,37.813172,-122.297313
1334353199,2.5,0.005,37.813165,-122.2973
1334353200,2.5,0.005,37.813158,-122.297285
1334353201,2.5,0.005,37.813152,-122.297268
1334353202,2.5,0.006,37.813147,-122.297252
1334353203,2.5,0.006,37.813143,-122.29724
1334353204,2.5,0.006,37.81314,-122.297228
1334353205,2.5,0.006,37.813133,-122.297212
1334353206,2.5,0.005,37.813127,-122.2972
1334353207,2.5,0.007,37.813122,-122.297187
1334353208,2.5,0.006,37.813117,-122.297175
1334353209,2.5,0.006,37.813112,-122.297162
1334353210,2.5,0.006,37.813088,-122.297155
1334353211,2.5,0.006,37.813082,-122.297142
1334353212,2.5,0.006,37.813077,-122.297128
1334353213,2.5,0.006,37.813072,-122.297113
1334353214,2.5,0.005,37.813065,-122.297102
1334353215,2.5,0.005,37.813058,-122.297093
1334353216,2.5,0.005,37.813053,-122.297085
1334353217,2.5,0.004,37.81305,-122.297075
1334353218,2.5,0.005,37.813043,-122.297063
1334353219,2.5,0.006,37.813035,-122.297053
1334353220,2.5,0.007,37.813028,-122.297043
1334353221,2.5,0.006,37.81302,-122.297032
1334353222,2.5,0.006,37.813013,-122.29702
1334353223,2.5,0.005,37.813007,-122.297007
1334353224,2.5,0.004,37.812997,-122.296995
1334353225,2.5,0.005,37.812988,-122.296982
1334353226,2.5,0.005,37.812978,-122.296968
1334353227,2.5,0.005,37.81297,-122.296957
1334353228,2.5,0.006,37.812963,-122.296943
1334353229,2.5,0.006,37.812957,-122.29693
1334353230,2.5,0.007,37.81295,-122.296917
1334353231,2.5,0.005,37.812942,-122.296903
1334353232,2.5,0.005,37.812935,-122.296892
1334353233,2.5,0.005,37.812928,-122.29688
1334353234,2.5,0.005,37.812922,-122.296867
1334353235,2.5,0.006,37.812915,-122.296853
1334353236,2.5,0.007,37.81291,-122.296842
1334353237,2.5,0.006,37.812902,-122.29683
1334353238,2.5,0.005,37.812895,-122.296818
1334353239,2.5,0.004,37.812888,-122.296807
1334353240,2.5,0.005,37.812883,-122.296792
1334353241,2.5,0.005,37.812878,-122.296778
1334353242,2.5,0.006,37.812872,-122.296763
1334353243,2.5,0.006,37.812867,-122.29675
1334353244,2.5,0.005,37.812862,-122.296735
1334353245,2.5,0.004,37.812855,-122.296722
1334353246,2.5,0.004,37.81285,-122.296708
1334353247,2.5,0.005,37.812843,-122.296695
1334353248,2.5,0.004,37.812837,-122.296682
1334353249,2.5,0.004,37.812828,-122.29667
1334353250,2.5,0.005,37.81282,-122.296657
1334353251,2.5,0.005,37.812813,-122.296645
1334353252,2.5,0.005,37.812807,-122.296632
1334353253,2.5,0.004,37.812798,-122.29662
1334353254,2.5,0.005,37.812793,-122.296603
1334353255,2.5,0.006,37.81279,-122.296588
1334353256,2.5,0.006,37.812785,-122.296573
1334353257,2.5,0.005,37.812778,-122.296558
1334353258,2.5,0.005,37.81277,-122.296545
1334353259,2.5,0.005,37.812762,-122.296533
1334353260,2.5,0.005,37.812753,-122.296523
1334353261,2.5,0.005,37.812745,-122.296512
1334353262,2.5,0.004,37.812738,-122.2965
1334353263,2.5,0.005,37.812722,-122.296477
1334353264,2.5,0.005,37.81271,-122.29646
1334353265,2.5,0.006,37.812705,-122.296445
1334353266,2.5,0.005,37.812702,-122.296428
1334353267,2.5,0.005,37.812695,-122.296415
1334353268,2.5,0.005,37.812692,-122.296402
1334353269,2.5,0.005,37.812688,-122.296388
1334353270,2.5,0.006,37.812685,-122.296373
1334353271,2.5,0.005,37.812678,-122.296363
1334353272,2.5,0.005,37.812668,-122.296353
1334353273,2.5,0.005,37.81266,-122.296343
1334353274,2.5,0.004,37.81265,-122.296333
1334353275,2.5,0.005,37.812643,-122.29632
1334353276,2.5,0.005,37.81264,-122.296303
1334353277,2.5,0.004,37.812637,-122.296287
1334353278,2.5,0.003,37.812628,-122.296273
1334353279,2.5,0.003,37.812623,-122.296255
1334353280,2.5,0.004,37.812615,-122.296238
1334353281,2.5,0.005,37.812607,-122.296215
1334353282,2.5,0.005,37.8126,-122.296197
1334353283,2.5,0.004,37.812597,-122.29617
1334353284,2.5,0.003,37.812585,-122.296158
1334353285,2.5,0.004,37.812572,-122.29615
1334353286,2.5,0.005,37.812562,-122.296143
1334353287,2.5,0.005,37.812552,-122.296143
1334353288,2.5,0.005,37.81254,-122.296137
1334353289,2.5,0.005,37.812535,-122.296122
1334353290,2.5,0.005,37.81253,-122.296105
1334353291,2.5,0.005,37.812528,-122.296093
1334353292,2.5,0.005,37.812525,-122.296082
1334353293,2.5,0.005,37.812517,-122.296072
1334353294,2.5,0.004,37.812513,-122.29606
1334353295,2.5,0.004,37.812507,-122.296048
1334353296,2.5,0.004,37.8125,-122.296038
1334353297,2.5,0.004,37.812493,-122.296028
1334353298,2.5,0.005,37.812488,-122.296017
1334353299,2.5,0.005,37.812483,-122.296003
1334353300,2.5,0.005,37.812478,-122.295992
1334353301,2.5,0.005,37.812472,-122.29598
1334353302,2.5,0.004,37.812465,-122.295968
1334353303,2.5,0.005,37.812458,-122.295955
1334353304,2.5,0.004,37.812452,-122.29594
1334353305,2.5,0.004,37.812443,-122.295928
1334353306,2.5,0.004,37.812437,-122.295913
1334353307,2.5,0.004,37.812427,-122.2959
1334353308,2.5,0.004,37.812418,-122.295887
1334353309,2.5,0.005,37.812412,-122.29587
1334353310,2.5,0.005,37.812402,-122.295853
1334353311,2.5,0.004,37.812392,-122.295837
1334353312,2.5,0.006,37.812392,-122.295828
1334353313,2.5,0.006,37.812387,-122.29582
1334353314,2.5,0.005,37.812372,-122.295812
1334353315,2.5,0.004,37.812363,-122.295798
1334353316,2.5,0.005,37.812365,-122.295787
1334353317,2.5,0.005,37.812362,-122.295772
1334353318,2.5,0.004,37.812358,-122.295758
1334353319,2.5,0.005,37.81235,-122.295747
1334353320,2.5,0.005,37.812342,-122.295732
1334353321,2.5,0.005,37.812335,-122.29572
1334353322,2.5,0.004,37.812328,-122.295708
1334353323,2.5,0.005,37.812323,-122.295693
1334353324,2.5,0.004,37.812322,-122.295675
1334353325,2.5,0.004,37.81232,-122.295658
1334353326,2.5,0.005,37.812318,-122.295647
1334353327,2.5,0.005,37.812313,-122.295633
1334353328,2.5,0.005,37.812307,-122.29562
1334353329,2.5,0.005,37.812298,-122.295598
1334353330,2.5,0.004,37.81228,-122.295587
1334353331,2.5,0.004,37.812275,-122.295578
1334353332,2.5,0.004,37.812273,-122.295572
1334353333,2.5,0.004,37.812268,-122.295565
1334353334,2.5,0.004,37.812263,-122.295558
1334353335,2.5,0.005,37.812258,-122.29555
1334353336,2.5,0.005,37.81225,-122.295538
1334353337,2.5,0.005,37.812243,-122.295525
1334353338,2.5,0.004,37.812243,-122.295508
1334353339,2.5,0.005,37.812233,-122.295498
1334353340,2.5,0.005,37.812223,-122.295485
1334353341,2.5,0.004,37.812205,-122.29548
1334353342,2.5,0.004,37.812207,-122.295482
1334353343,2.5,0.004,37.81221,-122.295473
1334353344,2.5,0.004,37.812202,-122.295463
1334353345,2.5,0.004,37.812202,-122.29547
1334353346,2.5,0.004,37.812207,-122.295472
1334353347,2.5,0.005,37.812208,-122.295475
1334353348,2.5,0.004,37.812218,-122.295472
1334353349,2.5,0.004,37.812218,-122.295457
1334353350,2.5,0.006,37.812225,-122.295458
1334353351,2.5,0.006,37.812223,-122.29545
1334353352,2.5,0.004,37.812223,-122.295448
1334353353,2.5,0.005,37.812225,-122.29546
1334353354,2.5,0.006,37.812227,-122.295468
1334353355,2.5,0.006,37.812228,-122.295467
1334353356,2.5,0.005,37.812227,-122.295455
1334353357,2.5,0.005,37.81223,-122.295445
1334353358,2.5,0.005,37.812235,-122.29544
1334353359,2.5,0.005,37.812245,-122.295445
1334353360,2.5,0.004,37.812257,-122.295443
1334353361,2.5,0.004,37.812263,-122.295442
1334353362,2.5,0.005,37.812268,-122.295445
1334353363,2.5,0.004,37.81226,-122.295433
1334353364,2.5,0.005,37.812253,-122.295432
1334353365,2.5,0.005,37.812252,-122.295437
1334353366,2.5,0.005,37.812253,-122.295445
1334353367,2.5,0.005,37.812255,-122.295455
1334353368,2.5,0.005,37.812258,-122.295467
1334353369,2.5,0.005,37.81226,-122.295472
1334353370,2.5,0.004,37.812262,-122.295478
1334353371,2.5,0.004,37.812263,-122.29548
1334353372,2.5,0.004,37.812263,-122.29548
1334353373,2.5,0.004,37.812262,-122.295482
1334353374,2.5,0.004,37.812258,-122.295482
1334353375,2.5,0.004,37.812257,-122.295482
1334353376,2.5,0.005,37.812255,-122.29548
1334353377,2.5,0.005,37.812255,-122.295483
1334353378,2.5,0.004,37.812255,-122.295483
1334353379,2.5,0.004,37.812252,-122.295483
1334353380,2.5,0.005,37.812253,-122.29548
1334353381,2.5,0.007,37.812248,-122.295477
1334353382,2.5,0.006,37.812245,-122.295468
1334353383,2.5,0.005,37.812237,-122.295457
1334353384,2.5,0.004,37.812228,-122.295447
1334353385,2.5,0.005,37.812222,-122.295435
1334353386,2.5,0.005,37.812215,-122.295425
1334353387,2.5,0.004,37.812208,-122.295413
1334353388,2.5,0.005,37.8122,-122.295402
1334353389,2.5,0.006,37.812193,-122.29539
1334353390,2.5,0.005,37.812187,-122.295378
1334353391,2.5,0.005,37.812183,-122.295365
1334353392,2.5,0.005,37.81218,-122.29535
1334353393,2.5,0.005,37.812175,-122.295338
1334353394,2.5,0.005,37.81217,-122.295328
