utc,filter,pm,lat,lon
1335212139,2.5,0.003,37.795358,-122.25798
1335212140,2.5,0.003,37.795367,-122.257977
1335212141,2.5,0.003,37.795383,-122.25798
1335212142,2.5,0.003,37.795405,-122.257985
1335212143,2.5,0.004,37.795425,-122.257988
1335212144,2.5,0.004,37.795438,-122.257992
1335212145,2.5,0.003,37.795452,-122.257995
1335212146,2.5,0.004,37.79546,-122.257998
1335212147,2.5,0.004,37.795468,-122.258
1335212148,2.5,0.004,37.795477,-122.258002
1335212149,2.5,0.005,37.795482,-122.258003
1335212150,2.5,0.003,37.795482,-122.258002
1335212151,2.5,0.004,37.795488,-122.258003
1335212152,2.5,0.004,37.795495,-122.258005
1335212153,2.5,0.003,37.79549,-122.258005
1335212154,2.5,0.004,37.795493,-122.258007
1335212155,2.5,0.003,37.795493,-122.258008
1335212156,2.5,0.004,37.795503,-122.25801
1335212157,2.5,0.004,37.795493,-122.258008
1335212158,2.5,0.003,37.795482,-122.258007
1335212159,2.5,0.003,37.795488,-122.258007
1335212160,2.5,0.004,37.79551,-122.25801
1335212161,2.5,0.003,37.795505,-122.25801
1335212162,2.5,0.003,37.795512,-122.258012
1335212163,2.5,0.003,37.795525,-122.258013
1335212164,2.5,0.003,37.795403,-122.257972
1335212165,2.5,0.003,37.795358,-122.257953
1335212166,2.5,0.003,37.795337,-122.257942
1335212167,2.5,0.003,37.795317,-122.257933
1335212168,2.5,0.003,37.795317,-122.257928
1335212169,2.5,0.003,37.795312,-122.257923
1335212170,2.5,0.003,37.795303,-122.257922
1335212171,2.5,0.003,37.795292,-122.257917
1335212172,2.5,0.003,37.795287,-122.257915
1335212173,2.5,0.003,37.795287,-122.257915
1335212174,2.5,0.002,37.795278,-122.257915
1335212175,2.5,0.003,37.795262,-122.257913
1335212176,2.5,0.003,37.795232,-122.257913
1335212177,2.5,0.004,37.795223,-122.257917
1335212178,2.5,0.004,37.795205,-122.25792
1335212179,2.5,0.003,37.79519,-122.25792
1335212180,2.5,0.003,37.795175,-122.257922
1335212181,2.5,0.003,37.795167,-122.257922
1335212182,2.5,0.005,37.795172,-122.257925
1335212183,2.5,0.006,37.795178,-122.257927
1335212184,2.5,0.004,37.795172,-122.257927
1335212185,2.5,0.003,37.795167,-122.257923
1335212186,2.5,0.003,37.795165,-122.257918
1335212187,2.5,0.004,37.795163,-122.257923
1335212188,2.5,0.003,37.795162,-122.257933
1335212189,2.5,0.003,37.795155,-122.25794
1335212190,2.5,0.002,37.795153,-122.257942
1335212191,2.5,0.003,37.795157,-122.25794
1335212192,2.5,0.004,37.795145,-122.257942
1335212193,2.5,0.004,37.795158,-122.257942
1335212194,2.5,0.004,37.795163,-122.257942
1335212195,2.5,0.004,37.795147,-122.25794
1335212196,2.5,0.004,37.795143,-122.25794
1335212197,2.5,0.003,37.795137,-122.257942
1335212198,2.5,0.003,37.795145,-122.257942
1335212199,2.5,0.003,37.795142,-122.257938
1335212200,2.5,0.003,37.795167,-122.257943
1335212201,2.5,0.004,37.79516,-122.257945
