utc,filter,pm,lat,lon
1311020329,2.5,0.006,37.813462,-122.297877
1311020330,2.5,0.006,37.81338,-122.297852
1311020331,2.5,0.005,37.813393,-122.297857
1311020332,2.5,0.005,37.813473,-122.297813
1311020333,2.5,0.006,37.813323,-122.297855
1311020334,2.5,0.005,37.813235,-122.297792
1311020335,2.5,0.006,37.813263,-122.297688
1311020336,2.5,0.006,37.813387,-122.297848
1311020337,2.5,0.005,37.813378,-122.297767
1311020338,2.5,0.005,37.813335,-122.297778
1311020339,2.5,0.005,37.813397,-122.297758
1311020340,2.5,0.005,37.8134,-122.297773
1311020341,2.5,0.005,37.813422,-122.297772
1311020342,2.5,0.005,37.813433,-122.297778
1311020343,2.5,0.005,37.81344,-122.297792
1311020344,2.5,0.005,37.813447,-122.297795
1311020345,2.5,0.005,37.81345,-122.297793
1311020346,2.5,0.005,37.813448,-122.297788
1311020347,2.5,0.005,37.813445,-122.297788
1311020348,2.5,0.005,37.813447,-122.297788
1311020349,2.5,0.005,37.813445,-122.29769
1311020350,2.5,0.005,37.813368,-122.297738
1311020351,2.5,0.005,37.813443,-122.297735
1311020352,2.5,0.005,37.813468,-122.297728
1311020353,2.5,0.005,37.813488,-122.297737
1311020354,2.5,0.005,37.813485,-122.297752
1311020355,2.5,0.006,37.813462,-122.297765
1311020356,2.5,0.005,37.813463,-122.297768
1311020357,2.5,0.005,37.813467,-122.297767
1311020358,2.5,0.005,37.813465,-122.297768
1311020359,2.5,0.005,37.813465,-122.297768
1311020360,2.5,0.005,37.813465,-122.297772
1311020361,2.5,0.005,37.813468,-122.297775
1311020362,2.5,0.005,37.813472,-122.297775
1311020363,2.5,0.004,37.813478,-122.297772
1311020364,2.5,0.005,37.813483,-122.29777
1311020365,2.5,0.005,37.813488,-122.297768
1311020366,2.5,0.005,37.813512,-122.297703
1311020367,2.5,0.005,37.813495,-122.29778
1311020368,2.5,0.005,37.813487,-122.297815
1311020369,2.5,0.005,37.813392,-122.297782
1311020370,2.5,0.005,37.813395,-122.29779
1311020371,2.5,0.005,37.81345,-122.297797
1311020372,2.5,0.005,37.813395,-122.29776
1311020373,2.5,0.005,37.813287,-122.29771
1311020374,2.5,0.005,37.813297,-122.29768
1311020375,2.5,0.005,37.81322,-122.297572
1311020376,2.5,0.004,37.813372,-122.297655
1311020377,2.5,0.004,37.813328,-122.297622
1311020378,2.5,0.004,37.813402,-122.297632
1311020379,2.5,0.005,37.813327,-122.297625
1311020380,2.5,0.005,37.813373,-122.29769
1311020381,2.5,0.004,37.813292,-122.297632
1311020382,2.5,0.005,37.813285,-122.297583
1311020383,2.5,0.005,37.813458,-122.297427
1311020384,2.5,0.005,37.81344,-122.297523
1311020385,2.5,0.005,37.81337,-122.297668
1311020386,2.5,0.005,37.813317,-122.297673
1311020387,2.5,0.004,37.813365,-122.297658
1311020388,2.5,0.004,37.813327,-122.297492
1311020390,2.5,0.004,37.813228,-122.297685
1311020391,2.5,0.004,37.813407,-122.297573
1311020392,2.5,0.005,37.8132,-122.297538
1311020393,2.5,0.004,37.813353,-122.297462
1311020394,2.5,0.004,37.81333,-122.2974
1311020395,2.5,0.004,37.813335,-122.297392
1311020396,2.5,0.005,37.813315,-122.297423
1311020397,2.5,0.005,37.81346,-122.297728
1311020398,2.5,0.005,37.81344,-122.297595
1311020399,2.5,0.004,37.813303,-122.297468
1311020400,2.5,0.004,37.813268,-122.297318
1311020401,2.5,0.005,37.813487,-122.29735
1311020402,2.5,0.006,37.813433,-122.297352
1311020403,2.5,0.006,37.813157,-122.297397
1311020404,2.5,0.005,37.813217,-122.297407
1311020405,2.5,0.005,37.813255,-122.29729
1311020406,2.5,0.005,37.813162,-122.297302
1311020407,2.5,0.006,37.813223,-122.297232
1311020408,2.5,0.005,37.813342,-122.297305
1311020409,2.5,0.004,37.813202,-122.297237
1311020410,2.5,0.005,37.813213,-122.29716
1311020411,2.5,0.006,37.813247,-122.29726
1311020412,2.5,0.006,37.813115,-122.297255
1311020413,2.5,0.005,37.813192,-122.297135
1311020414,2.5,0.006,37.813005,-122.29731
1311020415,2.5,0.005,37.813102,-122.297212
1311020416,2.5,0.005,37.813065,-122.297262
1311020417,2.5,0.005,37.813102,-122.297303
1311020418,2.5,0.004,37.812992,-122.297355
1311020419,2.5,0.005,37.812873,-122.297278
1311020420,2.5,0.005,37.812977,-122.297335
1311020421,2.5,0.005,37.813137,-122.297322
1311020422,2.5,0.006,37.813048,-122.297287
1311020423,2.5,0.006,37.813158,-122.29709
1311020424,2.5,0.005,37.813107,-122.297183
1311020425,2.5,0.005,37.813105,-122.297165
1311020426,2.5,0.004,37.813117,-122.29719
1311020427,2.5,0.005,37.81301,-122.296993
1311020428,2.5,0.005,37.813118,-122.297085
1311020429,2.5,0.004,37.812992,-122.297077
1311020430,2.5,0.005,37.813007,-122.29703
1311020431,2.5,0.006,37.813007,-122.297178
1311020432,2.5,0.005,37.812995,-122.296977
1311020433,2.5,0.005,37.813162,-122.29692
1311020434,2.5,0.006,37.813202,-122.296908
1311020435,2.5,0.005,37.813115,-122.29684
1311020436,2.5,0.005,37.813043,-122.296797
1311020437,2.5,0.005,37.812832,-122.296778
1311020438,2.5,0.005,37.812907,-122.296925
1311020439,2.5,0.005,37.812995,-122.296887
