utc,filter,pm,lat,lon
1267734958,2.5,0.008,37.810655,-122.296227
1267734959,2.5,0.008,37.810068,-122.29507
1267734960,2.5,0.009,37.810092,-122.294922
1267734978,2.5,0.007,37.809977,-122.294737
1267734979,2.5,0.007,37.809995,-122.294702
1267734984,2.5,0.008,37.809557,-122.293853
1267735000,2.5,0.008,37.809943,-122.294565
1267735001,2.5,0.008,37.80986,-122.294443
1267735002,2.5,0.007,37.809822,-122.294327
1267735003,2.5,0.008,37.809813,-122.2944
1267735004,2.5,0.008,37.80982,-122.294408
1267735005,2.5,0.009,37.809827,-122.294467
1267735006,2.5,0.008,37.809788,-122.294472
1267735007,2.5,0.008,37.80977,-122.294437
1267735008,2.5,0.008,37.809948,-122.294612
1267735009,2.5,0.008,37.809753,-122.294455
1267735010,2.5,0.008,37.809733,-122.294185
1267735062,2.5,0.012,37.809498,-122.293588
1267735063,2.5,0.013,37.809753,-122.294143
1267735101,2.5,0.007,37.809398,-122.293502
1267735131,2.5,0.006,37.809297,-122.29311
1267735132,2.5,0.006,37.809322,-122.293165
1267735133,2.5,0.008,37.80924,-122.293077
1267735323,2.5,0.006,37.808052,-122.29306
1267735324,2.5,0.006,37.80761,-122.292522
1267735325,2.5,0.005,37.807877,-122.292922
1267735326,2.5,0.005,37.807842,-122.292878
1267735327,2.5,0.006,37.807787,-122.292815
1267735328,2.5,0.006,37.807735,-122.292752
1267735329,2.5,0.006,37.807768,-122.292778
1267735330,2.5,0.006,37.807757,-122.292757
1267735331,2.5,0.005,37.80772,-122.292735
1267735332,2.5,0.005,37.80767,-122.2927
1267735333,2.5,0.006,37.80769,-122.292732
1267735334,2.5,0.006,37.807692,-122.292738
1267735335,2.5,0.005,37.807648,-122.292692
1267735336,2.5,0.006,37.80759,-122.29263
1267735337,2.5,0.006,37.807527,-122.292542
1267735338,2.5,0.006,37.807477,-122.292495
1267735339,2.5,0.006,37.807447,-122.29248
1267735340,2.5,0.006,37.807407,-122.292465
1267735341,2.5,0.006,37.807422,-122.292503
1267735342,2.5,0.005,37.807405,-122.292498
1267735343,2.5,0.008,37.807398,-122.292497
1267735344,2.5,0.008,37.807387,-122.2925
