utc,filter,pm,lat,lon
1317144331,2.5,0.015,37.813445,-122.297835
1317144332,2.5,0.014,37.813432,-122.297838
1317144333,2.5,0.013,37.813417,-122.297845
1317144334,2.5,0.013,37.813395,-122.297845
1317144335,2.5,0.014,37.813405,-122.297837
1317144336,2.5,0.014,37.813407,-122.29783
1317144337,2.5,0.014,37.813417,-122.297828
1317144338,2.5,0.013,37.81342,-122.297835
1317144339,2.5,0.013,37.81343,-122.297848
1317144340,2.5,0.014,37.813435,-122.297852
1317144341,2.5,0.013,37.813437,-122.297853
1317144342,2.5,0.013,37.813433,-122.297848
1317144343,2.5,0.013,37.813423,-122.297843
1317144344,2.5,0.014,37.813415,-122.29783
1317144345,2.5,0.014,37.813398,-122.297812
1317144346,2.5,0.013,37.813382,-122.297807
1317144347,2.5,0.013,37.813375,-122.297793
1317144348,2.5,0.013,37.813368,-122.297775
1317144349,2.5,0.014,37.813362,-122.297768
1317144350,2.5,0.015,37.813357,-122.297782
1317144351,2.5,0.014,37.813342,-122.297778
1317144352,2.5,0.015,37.813342,-122.297783
1317144353,2.5,0.016,37.813342,-122.297787
1317144354,2.5,0.013,37.813345,-122.297788
1317144355,2.5,0.012,37.813343,-122.297787
1317144356,2.5,0.013,37.813342,-122.297785
1317144357,2.5,0.015,37.81334,-122.297783
1317144358,2.5,0.013,37.813338,-122.297785
1317144359,2.5,0.013,37.81333,-122.297787
1317144360,2.5,0.013,37.813328,-122.297778
1317144361,2.5,0.013,37.81333,-122.29777
1317144362,2.5,0.014,37.813332,-122.297763
1317144363,2.5,0.014,37.813333,-122.297757
1317144364,2.5,0.014,37.813337,-122.297752
1317144365,2.5,0.013,37.813335,-122.297748
1317144366,2.5,0.013,37.813338,-122.297738
1317144367,2.5,0.015,37.813347,-122.297732
1317144368,2.5,0.015,37.813342,-122.297737
1317144369,2.5,0.014,37.813335,-122.297718
1317144370,2.5,0.015,37.813345,-122.297712
1317144371,2.5,0.016,37.813348,-122.297705
1317144372,2.5,0.014,37.813348,-122.297698
1317144373,2.5,0.013,37.813352,-122.297697
1317144374,2.5,0.014,37.813348,-122.297697
1317144375,2.5,0.014,37.813345,-122.297698
1317144376,2.5,0.013,37.813345,-122.2977
1317144377,2.5,0.014,37.813353,-122.297698
1317144378,2.5,0.014,37.813363,-122.297702
1317144379,2.5,0.014,37.813368,-122.29771
1317144380,2.5,0.015,37.813377,-122.297708
1317144381,2.5,0.014,37.813367,-122.297722
