utc,filter,pm,lat,lon
1328822585,2.5,0.023,37.813308,-122.297702
1328822586,2.5,0.023,37.81331,-122.2977
1328822587,2.5,0.023,37.81331,-122.2977
1328822588,2.5,0.022,37.813308,-122.297702
1328822589,2.5,0.022,37.813307,-122.29771
1328822590,2.5,0.022,37.81331,-122.29771
1328822591,2.5,0.022,37.813313,-122.29771
1328822592,2.5,0.022,37.813315,-122.29771
1328822593,2.5,0.022,37.813317,-122.297712
1328822594,2.5,0.022,37.81332,-122.297712
1328822595,2.5,0.023,37.813322,-122.297713
1328822596,2.5,0.023,37.813328,-122.29771
1328822597,2.5,0.022,37.813333,-122.29771
1328822598,2.5,0.023,37.813333,-122.297713
1328822599,2.5,0.023,37.81334,-122.297717
1328822600,2.5,0.023,37.813342,-122.29772
1328822601,2.5,0.023,37.813347,-122.29772
1328822602,2.5,0.022,37.813352,-122.297722
1328822603,2.5,0.021,37.813355,-122.297723
1328822604,2.5,0.021,37.813355,-122.297722
1328822605,2.5,0.022,37.813348,-122.297718
1328822606,2.5,0.021,37.81336,-122.297703
1328822607,2.5,0.021,37.813373,-122.297688
1328822608,2.5,0.021,37.813382,-122.29768
1328822609,2.5,0.022,37.813388,-122.297675
1328822610,2.5,0.023,37.813385,-122.297683
1328822611,2.5,0.022,37.813382,-122.297682
1328822612,2.5,0.023,37.813377,-122.297682
1328822613,2.5,0.021,37.813375,-122.297678
1328822614,2.5,0.021,37.813377,-122.29767
1328822615,2.5,0.022,37.813375,-122.29766
1328822616,2.5,0.022,37.813373,-122.29765
1328822617,2.5,0.022,37.813372,-122.29765
1328822618,2.5,0.022,37.813375,-122.297647
1328822619,2.5,0.021,37.813372,-122.29765
1328822620,2.5,0.021,37.813373,-122.297648
1328822621,2.5,0.021,37.813372,-122.297647
1328822622,2.5,0.022,37.813368,-122.297648
1328822623,2.5,0.023,37.813368,-122.297648
1328822624,2.5,0.023,37.813368,-122.297645
1328822625,2.5,0.023,37.813375,-122.297648
1328822626,2.5,0.024,37.81337,-122.297645
1328822627,2.5,0.028,37.813367,-122.297643
1328822628,2.5,0.027,37.813358,-122.297648
1328822629,2.5,0.025,37.813358,-122.297645
1328822630,2.5,0.024,37.813362,-122.29764
1328822631,2.5,0.024,37.813367,-122.297635
1328822632,2.5,0.024,37.81337,-122.297638
1328822633,2.5,0.024,37.813372,-122.297637
1328822634,2.5,0.022,37.813375,-122.29764
1328822635,2.5,0.021,37.813377,-122.297645
1328822636,2.5,0.022,37.813382,-122.297648
1328822637,2.5,0.023,37.813388,-122.297653
1328822638,2.5,0.023,37.813393,-122.297658
1328822639,2.5,0.023,37.813398,-122.29766
1328822640,2.5,0.022,37.813402,-122.297662
1328822641,2.5,0.022,37.8134,-122.297655
1328822642,2.5,0.021,37.813402,-122.297648
1328822643,2.5,0.022,37.8134,-122.297652
1328822644,2.5,0.022,37.813397,-122.297658
1328822645,2.5,0.022,37.813395,-122.297662
1328822646,2.5,0.022,37.813393,-122.297663
1328822647,2.5,0.022,37.813392,-122.297667
1328822648,2.5,0.022,37.813383,-122.297677
1328822649,2.5,0.022,37.813378,-122.297683
1328822650,2.5,0.022,37.813378,-122.297685
1328822651,2.5,0.021,37.813375,-122.297685
1328822652,2.5,0.022,37.81337,-122.297693
1328822653,2.5,0.023,37.813365,-122.297688
1328822654,2.5,0.023,37.813362,-122.297683
1328822655,2.5,0.022,37.81336,-122.297677
1328822656,2.5,0.022,37.813358,-122.29767
1328822657,2.5,0.021,37.813357,-122.297668
1328822658,2.5,0.022,37.813355,-122.297667
1328822659,2.5,0.022,37.813353,-122.297667
1328822660,2.5,0.021,37.813353,-122.297668
1328822661,2.5,0.022,37.813352,-122.297672
1328822662,2.5,0.023,37.81335,-122.297673
1328822663,2.5,0.023,37.813347,-122.297677
1328822664,2.5,0.022,37.813343,-122.29768
1328822665,2.5,0.021,37.81334,-122.29768
1328822666,2.5,0.021,37.813337,-122.297678
1328822667,2.5,0.021,37.813333,-122.297677
1328822668,2.5,0.022,37.813328,-122.297678
1328822669,2.5,0.022,37.81332,-122.297682
1328822670,2.5,0.021,37.813313,-122.29769
1328822671,2.5,0.022,37.813303,-122.297697
1328822672,2.5,0.022,37.813293,-122.297703
1328822673,2.5,0.021,37.813285,-122.297708
1328822674,2.5,0.021,37.813275,-122.297715
1328822675,2.5,0.021,37.813265,-122.297723
1328822676,2.5,0.021,37.813255,-122.297732
1328822677,2.5,0.021,37.813243,-122.29774
1328822678,2.5,0.021,37.813233,-122.29775
1328822679,2.5,0.022,37.813225,-122.29776
1328822680,2.5,0.021,37.813215,-122.297768
1328822681,2.5,0.022,37.813198,-122.29779
1328822682,2.5,0.022,37.813185,-122.297805
