utc,filter,pm,lat,lon
1317144374,2.5,0.016,37.81331,-122.297815
1317144375,2.5,0.015,37.813317,-122.29782
1317144376,2.5,0.015,37.813325,-122.297817
1317144377,2.5,0.017,37.813328,-122.297817
1317144378,2.5,0.016,37.81332,-122.29782
1317144379,2.5,0.016,37.813305,-122.297815
1317144380,2.5,0.016,37.813293,-122.297808
1317144381,2.5,0.016,37.813288,-122.297815
1317144382,2.5,0.017,37.813282,-122.297818
1317144383,2.5,0.017,37.813285,-122.297823
1317144384,2.5,0.016,37.813287,-122.297827
1317144385,2.5,0.015,37.81329,-122.297828
1317144386,2.5,0.016,37.813293,-122.297832
1317144387,2.5,0.016,37.813298,-122.297833
1317144388,2.5,0.017,37.813302,-122.297833
1317144389,2.5,0.017,37.813305,-122.297832
1317144390,2.5,0.015,37.813308,-122.297832
1317144391,2.5,0.015,37.813312,-122.297828
1317144392,2.5,0.015,37.813315,-122.297827
1317144393,2.5,0.014,37.813322,-122.29783
1317144394,2.5,0.013,37.813325,-122.297827
1317144395,2.5,0.014,37.813327,-122.297822
1317144396,2.5,0.015,37.813328,-122.297818
1317144397,2.5,0.015,37.813332,-122.297815
1317144398,2.5,0.015,37.81334,-122.29782
1317144399,2.5,0.016,37.813347,-122.297817
1317144400,2.5,0.015,37.813348,-122.29782
1317144401,2.5,0.014,37.813352,-122.297818
1317144402,2.5,0.015,37.813355,-122.29781
1317144403,2.5,0.016,37.813357,-122.297803
1317144404,2.5,0.014,37.813362,-122.297803
1317144405,2.5,0.015,37.813365,-122.2978
1317144406,2.5,0.014,37.813368,-122.297802
1317144407,2.5,0.014,37.813372,-122.297808
1317144408,2.5,0.014,37.813373,-122.297815
1317144409,2.5,0.014,37.813377,-122.297817
1317144410,2.5,0.014,37.81338,-122.297818
1317144411,2.5,0.014,37.813382,-122.297817
1317144412,2.5,0.015,37.813382,-122.297815
1317144413,2.5,0.015,37.81338,-122.297813
1317144414,2.5,0.015,37.813378,-122.29781
1317144415,2.5,0.015,37.813377,-122.297807
1317144416,2.5,0.016,37.813375,-122.297803
1317144417,2.5,0.016,37.813373,-122.2978
1317144418,2.5,0.015,37.813368,-122.297797
1317144419,2.5,0.015,37.813362,-122.297795
1317144420,2.5,0.014,37.813357,-122.297792
1317144421,2.5,0.015,37.813352,-122.297788
1317144422,2.5,0.016,37.813347,-122.297785
1317144423,2.5,0.015,37.813342,-122.29778
1317144424,2.5,0.016,37.813338,-122.297777
1317144425,2.5,0.016,37.813335,-122.297773
1317144426,2.5,0.016,37.813332,-122.29777
1317144427,2.5,0.015,37.813323,-122.297765
1317144428,2.5,0.015,37.81332,-122.297762
1317144429,2.5,0.015,37.813315,-122.29776
1317144430,2.5,0.016,37.81332,-122.297757
1317144431,2.5,0.014,37.813323,-122.297753
1317144432,2.5,0.013,37.813327,-122.29775
1317144433,2.5,0.013,37.813332,-122.297748
1317144434,2.5,0.014,37.813338,-122.297748
1317144435,2.5,0.015,37.813342,-122.297747
1317144436,2.5,0.015,37.813345,-122.297748
1317144437,2.5,0.015,37.813352,-122.297757
1317144438,2.5,0.015,37.813347,-122.297768
1317144439,2.5,0.015,37.813342,-122.29778
1317144440,2.5,0.015,37.813338,-122.297788
1317144441,2.5,0.015,37.813335,-122.297795
1317144442,2.5,0.014,37.813333,-122.297803
1317144443,2.5,0.014,37.813332,-122.297808
1317144444,2.5,0.013,37.81333,-122.297813
1317144445,2.5,0.014,37.813333,-122.297815
1317144446,2.5,0.014,37.813333,-122.297817
1317144447,2.5,0.013,37.813327,-122.297817
1317144448,2.5,0.012,37.81333,-122.297815
1317144449,2.5,0.013,37.813333,-122.297813
1317144450,2.5,0.015,37.813337,-122.297813
1317144451,2.5,0.016,37.813338,-122.297815
1317144452,2.5,0.015,37.81332,-122.297818
1317144453,2.5,0.015,37.813317,-122.297825
1317144454,2.5,0.015,37.813298,-122.297837
1317144455,2.5,0.015,37.813253,-122.297845
1317144456,2.5,0.015,37.813217,-122.29786
1317144457,2.5,0.014,37.813205,-122.297867
1317144458,2.5,0.013,37.813182,-122.297873
1317144459,2.5,0.014,37.813172,-122.297877
1317144460,2.5,0.014,37.813147,-122.297883
1317144461,2.5,0.013,37.81314,-122.297888
1317144462,2.5,0.014,37.813128,-122.29789
1317144463,2.5,0.014,37.813123,-122.297893
1317144464,2.5,0.014,37.813092,-122.297902
1317144465,2.5,0.014,37.813068,-122.297908
1317144466,2.5,0.015,37.81305,-122.297917
1317144467,2.5,0.014,37.81303,-122.297923
1317144468,2.5,0.013,37.813005,-122.297932
1317144469,2.5,0.013,37.812992,-122.297937
1317144470,2.5,0.015,37.81298,-122.297942
1317144471,2.5,0.014,37.812975,-122.297945
1317144472,2.5,0.014,37.812962,-122.297948
1317144473,2.5,0.014,37.812953,-122.297953
1317144474,2.5,0.013,37.812938,-122.297957
1317144475,2.5,0.012,37.812932,-122.29796
1317144476,2.5,0.014,37.812915,-122.297963
1317144477,2.5,0.014,37.812903,-122.297967
1317144478,2.5,0.014,37.812895,-122.29797
1317144479,2.5,0.013,37.812873,-122.297978
1317144480,2.5,0.013,37.812853,-122.297985
1317144481,2.5,0.013,37.812828,-122.297992
1317144482,2.5,0.013,37.812803,-122.297998
1317144483,2.5,0.013,37.812788,-122.298005
1317144484,2.5,0.012,37.81278,-122.29801
1317144485,2.5,0.014,37.812767,-122.298013
1317144486,2.5,0.014,37.81276,-122.298015
1317144487,2.5,0.014,37.812753,-122.298018
1317144488,2.5,0.014,37.81275,-122.298022
1317144489,2.5,0.014,37.81274,-122.298027
1317144490,2.5,0.012,37.812732,-122.29803
1317144491,2.5,0.013,37.812712,-122.298037
1317144492,2.5,0.014,37.812697,-122.298043
1317144493,2.5,0.013,37.812683,-122.298047
1317144494,2.5,0.013,37.812677,-122.29805
1317144495,2.5,0.013,37.812667,-122.298052
1317144496,2.5,0.013,37.812667,-122.298052
1317144497,2.5,0.014,37.812652,-122.29806
1317144498,2.5,0.015,37.81264,-122.298068
1317144499,2.5,0.014,37.812622,-122.298077
1317144500,2.5,0.013,37.81261,-122.298082
1317144501,2.5,0.013,37.812597,-122.298085
1317144502,2.5,0.014,37.81258,-122.29809
1317144503,2.5,0.014,37.812572,-122.298093
1317144504,2.5,0.013,37.812565,-122.298095
1317144505,2.5,0.014,37.812548,-122.298098
1317144506,2.5,0.013,37.81253,-122.298102
1317144507,2.5,0.013,37.812515,-122.298107
1317144508,2.5,0.014,37.812498,-122.298113
1317144509,2.5,0.014,37.812482,-122.29812
1317144510,2.5,0.013,37.812468,-122.298128
1317144511,2.5,0.012,37.812448,-122.298137
1317144512,2.5,0.013,37.81243,-122.298143
1317144513,2.5,0.013,37.812422,-122.298147
1317144514,2.5,0.014,37.812412,-122.298152
1317144515,2.5,0.013,37.812402,-122.298158
1317144516,2.5,0.014,37.812387,-122.298163
1317144517,2.5,0.014,37.812375,-122.29817
1317144518,2.5,0.014,37.81236,-122.298177
1317144519,2.5,0.013,37.812355,-122.298183
1317144520,2.5,0.013,37.812352,-122.29819
1317144521,2.5,0.013,37.812345,-122.298197
1317144522,2.5,0.013,37.812345,-122.298202
1317144523,2.5,0.014,37.812327,-122.298207
1317144524,2.5,0.013,37.812308,-122.298212
1317144525,2.5,0.013,37.812298,-122.298215
1317144526,2.5,0.013,37.81229,-122.298222
1317144527,2.5,0.013,37.812283,-122.298223
1317144528,2.5,0.014,37.812278,-122.298227
1317144529,2.5,0.014,37.81227,-122.298232
1317144530,2.5,0.014,37.812257,-122.298237
