utc,filter,pm,lat,lon
1301768960,2.5,0.019,37.813322,-122.298828
1301768961,2.5,0.017,37.813328,-122.298715
1301768962,2.5,0.015,37.813372,-122.297908
1301768963,2.5,0.018,37.81337,-122.297658
1301768964,2.5,0.018,37.813322,-122.297797
1301768965,2.5,0.018,37.813308,-122.297738
1301768966,2.5,0.018,37.813418,-122.297645
1301768967,2.5,0.018,37.81349,-122.297583
1301768968,2.5,0.018,37.813507,-122.297577
1301768969,2.5,0.019,37.813428,-122.297667
1301768970,2.5,0.019,37.813388,-122.297712
1301768972,2.5,0.017,37.813278,-122.297972
1301768989,2.5,0.018,37.813258,-122.297535
1301768990,2.5,0.018,37.813387,-122.29742
1301768991,2.5,0.018,37.813433,-122.297573
1301768992,2.5,0.018,37.813267,-122.29802
1301768993,2.5,0.018,37.81336,-122.29733
1301768994,2.5,0.019,37.81341,-122.297068
1301768995,2.5,0.018,37.813443,-122.297228
1301768996,2.5,0.018,37.813407,-122.29741
1301768997,2.5,0.019,37.813353,-122.2978
1301768998,2.5,0.018,37.813317,-122.297957
1301768999,2.5,0.017,37.813355,-122.297757
1301769000,2.5,0.017,37.81334,-122.297818
1301769001,2.5,0.02,37.813307,-122.298025
1301769002,2.5,0.021,37.813303,-122.298097
1301769003,2.5,0.02,37.813307,-122.297832
1301769004,2.5,0.018,37.813298,-122.29775
1301769005,2.5,0.017,37.813282,-122.297825
1301769006,2.5,0.019,37.813275,-122.297763
1301769007,2.5,0.019,37.813177,-122.298802
1301769008,2.5,0.018,37.813175,-122.299082
1301769009,2.5,0.018,37.813215,-122.298518
1301769010,2.5,0.018,37.813267,-122.298485
1301769011,2.5,0.019,37.813188,-122.298762
1301769012,2.5,0.018,37.813248,-122.298265
1301769013,2.5,0.018,37.813147,-122.298943
1301769014,2.5,0.017,37.813152,-122.299117
1301769015,2.5,0.019,37.813258,-122.298723
1301769016,2.5,0.019,37.813543,-122.296128
1301769017,2.5,0.017,37.813563,-122.296252
1301769018,2.5,0.019,37.813415,-122.298135
1301769019,2.5,0.02,37.813278,-122.299143
1301769020,2.5,0.017,37.813325,-122.298673
1301769021,2.5,0.018,37.813307,-122.298798
1301769022,2.5,0.017,37.813387,-122.296883
1301769023,2.5,0.018,37.813237,-122.296955
1301769024,2.5,0.019,37.813178,-122.297263
1301769025,2.5,0.02,37.813148,-122.297318
