utc,filter,pm,lat,lon,device
1405626246,,0.009,37.8023566667,-122.294931667,A
1405626247,,0.009,37.8023566667,-122.29493,E
1405626248,,0.008,37.8023583333,-122.294926667,E
1405626249,,0.008,37.8023583333,-122.294925,E
1405626250,,0.009,37.80236,-122.294923333,E
1405626251,,0.009,37.80236,-122.294921667,E
1405626252,,0.009,37.8023616667,-122.294918333,E
1405626253,,0.008,37.8023616667,-122.294916667,E
1405626254,,0.008,37.8023633333,-122.294915,E
1405626255,,0.008,37.8023633333,-122.294911667,E
1405626256,,0.009,37.802365,-122.29491,E
1405626257,,0.009,37.802365,-122.294908333,E
1405626258,,0.010,37.8023666667,-122.294905,E
1405626259,,0.010,37.8023666667,-122.294903333,E
1405626260,,0.008,37.8023683333,-122.294901667,E
1405626261,,0.008,37.8024083333,-122.29499,A
1405626262,,0.009,37.8024083333,-122.29499,A
1405626263,,0.009,37.8024083333,-122.29499,A
1405626264,,0.008,37.8024083333,-122.29499,A
1405626265,,0.008,37.8024083333,-122.29499,A
1405626266,,0.008,37.8024083333,-122.29499,A
1405626267,,0.009,37.8024083333,-122.29499,A
1405626268,,0.009,37.8024083333,-122.29499,A
1405626269,,0.008,37.8024083333,-122.29499,A
1405626270,,0.009,37.8024083333,-122.29499,A
1405626271,,0.009,37.8024083333,-122.29499,A
1405626272,,0.009,37.8024083333,-122.29499,A
1405626273,,0.010,37.8024083333,-122.29499,A
1405626274,,0.010,37.8024083333,-122.29499,A
1405626275,,0.010,37.8024083333,-122.29499,A
1405626276,,0.010,37.8024083333,-122.29499,A
1405626277,,0.010,37.8024083333,-122.29499,A
1405626278,,0.009,37.8024083333,-122.29499,A
1405626279,,0.009,37.8024083333,-122.29499,A
1405626280,,0.009,37.8024083333,-122.29499,A
1405626281,,0.009,37.8024083333,-122.29499,A
1405626282,,0.010,37.8024083333,-122.29499,A
1405626283,,0.011,37.8024083333,-122.29499,A
1405626284,,0.010,37.8024083333,-122.29499,A
1405626285,,0.010,37.8024083333,-122.29499,A
1405626286,,0.009,37.8024083333,-122.29499,A
1405626287,,0.009,37.8024083333,-122.29499,A
1405626288,,0.009,37.8024083333,-122.29499,A
1405626289,,0.009,37.8024083333,-122.29499,A
1405626290,,0.009,37.8024083333,-122.29499,A
1405626291,,0.009,37.8024083333,-122.29499,A
1405626292,,0.009,37.8024083333,-122.29499,A
1405626293,,0.008,37.8024083333,-122.29499,A
1405626294,,0.009,37.8024083333,-122.29499,A
1405626295,,0.009,37.8024083333,-122.29499,A
1405626296,,0.009,37.8024083333,-122.29499,A
1405626297,,0.009,37.8024083333,-122.29499,A
1405626298,,0.009,37.8024083333,-122.29499,A
1405626299,,0.009,37.8024083333,-122.29499,A
1405626300,,0.009,37.8024083333,-122.29499,A
1405626301,,0.009,37.8024083333,-122.29499,A
1405626302,,0.009,37.8024083333,-122.29499,A
1405626303,,0.011,37.8024083333,-122.29499,A
1405626304,,0.011,37.8024083333,-122.29499,A
1405626305,,0.008,37.8024083333,-122.29499,A
1405626306,,0.009,37.8024083333,-122.29499,A
1405626307,,0.010,37.8024083333,-122.29499,A
1405626308,,0.010,37.8024083333,-122.29499,A
1405626309,,0.010,37.8023233333,-122.29485,A
1405626310,,0.009,37.8022866667,-122.294801667,A
1405626311,,0.009,37.8022583333,-122.294761667,A
1405626312,,0.010,37.8023633333,-122.294846667,A
1405626313,,0.010,37.8027816667,-122.295285,A
1405626314,,0.011,37.8027066667,-122.29518,A
1405626315,,0.011,37.802685,-122.29515,A
1405626316,,0.010,37.8026883333,-122.29518,A
1405626317,,0.011,37.8026666667,-122.295173333,A
1405626318,,0.010,37.8026683333,-122.295193333,A
1405626319,,0.010,37.8026783333,-122.295208333,A
1405626320,,0.010,37.802655,-122.295208333,A
1405626321,,0.009,37.80264,-122.29522,A
1405626322,,0.009,37.8026266667,-122.295226667,A
1405626323,,0.010,37.8026116667,-122.295238333,A
1405626324,,0.011,37.8026183333,-122.295241667,A
1405626325,,0.011,37.8026216667,-122.295241667,A
1405626326,,0.010,37.8026183333,-122.295236667,A
1405626327,,0.011,37.8026283333,-122.295245,A
1405626328,,0.011,37.8026233333,-122.295251667,A
1405626329,,0.011,37.8026083333,-122.295245,A
1405626330,,0.010,37.8026,-122.295255,A
1405626331,,0.011,37.802575,-122.295245,A
1405626332,,0.011,37.8025583333,-122.295235,A
1405626333,,0.011,37.8025383333,-122.295223333,A
1405626334,,0.012,37.8025166667,-122.295215,A
1405626335,,0.011,37.8024833333,-122.295211667,A
1405626336,,0.012,37.8024683333,-122.295211667,A
1405626337,,0.011,37.8024583333,-122.295211667,A
1405626338,,0.011,37.8024483333,-122.2952,A
1405626339,,0.012,37.8024566667,-122.2952,A
1405626340,,0.014,37.8024566667,-122.295198333,A
1405626341,,0.013,37.8024416667,-122.295193333,A
1405626342,,0.013,37.802455,-122.295201667,A
1405626343,,0.013,37.8024466667,-122.295205,A
1405626344,,0.013,37.8024583333,-122.295221667,A
1405626345,,0.012,37.8024766667,-122.29523,A
1405626346,,0.013,37.8024916667,-122.295235,A
1405626347,,0.013,37.802485,-122.295238333,A
1405626348,,0.011,37.80248,-122.295233333,A
1405626349,,0.012,37.80247,-122.295226667,A
1405626350,,0.012,37.80246,-122.295221667,A
1405626351,,0.011,37.8024516667,-122.295225,A
1405626352,,0.011,37.802455,-122.295215,A
1405626353,,0.012,37.8024583333,-122.295211667,A
1405626354,,0.012,37.802465,-122.295208333,A
1405626355,,0.012,37.80245,-122.295188333,A
1405626356,,0.011,37.80244,-122.295186667,E
1405626357,,0.011,37.80243,-122.295183333,E
1405626358,,0.011,37.80242,-122.29518,E
1405626359,,0.011,37.80241,-122.295178333,E
1405626360,,0.011,37.8024,-122.295175,E
1405626361,,0.011,37.80239,-122.295171667,E
1405626362,,0.011,37.80238,-122.295168333,E
1405626363,,0.011,37.80237,-122.295166667,E
1405626364,,0.011,37.80236,-122.295163333,E
1405626365,,0.011,37.80235,-122.29516,E
1405626366,,0.011,37.80234,-122.295158333,E
1405626367,,0.011,37.80233,-122.295155,E
1405626368,,0.011,37.80232,-122.295151667,E
1405626369,,0.011,37.80231,-122.29515,E
1405626370,,0.011,37.8030966667,-122.295583333,A
1405626371,,0.011,37.8030966667,-122.295583333,A
1405626372,,0.011,37.8030966667,-122.295583333,A
1405626373,,0.011,37.8030966667,-122.295583333,A
1405626374,,0.011,37.8030966667,-122.295583333,A
1405626375,,0.011,37.8030966667,-122.295583333,A
1405626376,,0.011,37.8030966667,-122.295583333,A
1405626377,,0.010,37.8030966667,-122.295583333,A
1405626378,,0.010,37.8030966667,-122.295583333,A
1405626379,,0.010,37.8030966667,-122.295583333,A
1405626380,,0.011,37.8030966667,-122.295583333,A
1405626381,,0.010,37.8030966667,-122.295583333,A
1405626382,,0.009,37.8030966667,-122.295583333,A
1405626383,,0.010,37.8030966667,-122.295583333,A
1405626384,,0.010,37.8030966667,-122.295583333,A
1405626385,,0.010,37.8030966667,-122.295583333,A
1405626386,,0.010,37.8030966667,-122.295583333,A
1405626387,,0.009,37.8030966667,-122.295583333,A
1405626388,,0.008,37.8030966667,-122.295583333,A
1405626389,,0.008,37.8030966667,-122.295583333,A
1405626390,,0.009,37.8030966667,-122.295583333,A
1405626391,,0.008,37.8030966667,-122.295583333,A
1405626392,,0.008,37.8030966667,-122.295583333,A
1405626393,,0.009,37.8030966667,-122.295583333,A
1405626394,,0.009,37.8028216667,-122.295351667,A
1405626395,,0.010,37.8028416667,-122.295365,E
1405626396,,0.009,37.8026333333,-122.295198333,A
1405626397,,0.008,37.802635,-122.295208333,E
1405626398,,0.008,37.8023333333,-122.294921667,A
1405626399,,0.009,37.8023133333,-122.294915,E
1405626400,,0.009,37.8019716667,-122.294658333,A
1405626401,,0.011,37.8021233333,-122.294796667,A
1405626402,,0.013,37.8023233333,-122.295043333,A
1405626403,,0.009,37.8022466667,-122.295011667,A
1405626404,,0.009,37.8021533333,-122.294948333,A
1405626405,,0.008,37.8023116667,-122.295128333,A
1405626406,,0.008,37.8023783333,-122.295221667,A
1405626407,,0.008,37.8024133333,-122.295276667,A
1405626408,,0.008,37.8023483333,-122.295241667,A
1405626409,,0.009,37.8023083333,-122.295221667,A
1405626410,,0.009,37.8022416667,-122.295171667,A
1405626411,,0.010,37.8022483333,-122.295185,A
1405626412,,0.010,37.80224,-122.295166667,A
1405626413,,0.009,37.8022533333,-122.295175,A
1405626414,,0.009,37.80226,-122.295173333,A
1405626415,,0.009,37.8022433333,-122.295145,A
1405626416,,0.009,37.8022266667,-122.295111667,A
1405626417,,0.009,37.8022466667,-122.295143333,A
1405626418,,0.009,37.8023566667,-122.295265,A
1405626419,,0.009,37.8024533333,-122.295356667,A
1405626420,,0.009,37.8025183333,-122.295431667,A
1405626421,,0.010,37.8025766667,-122.295513333,A
1405626422,,0.009,37.8026983333,-122.29566,A
1405626423,,0.008,37.802655,-122.295611667,A
1405626424,,0.008,37.8026566667,-122.295621667,A
1405626425,,0.008,37.8025833333,-122.295563333,A
1405626426,,0.008,37.8025383333,-122.29554,A
1405626427,,0.008,37.8025483333,-122.295561667,A
1405626428,,0.008,37.802515,-122.295548333,A
1405626429,,0.008,37.802525,-122.295571667,A
1405626430,,0.008,37.80246,-122.295518333,A
1405626431,,0.008,37.802415,-122.295483333,A
1405626432,,0.008,37.80243,-122.295511667,A
1405626433,,0.008,37.8023966667,-122.295471667,A
1405626434,,0.009,37.8023916667,-122.295476667,A
1405626435,,0.008,37.8022233333,-122.295316667,A
1405626436,,0.008,37.8021433333,-122.295238333,A
1405626437,,0.007,37.8021016667,-122.295206667,A
1405626438,,0.007,37.80244,-122.29558,A
1405626439,,0.008,37.8023933333,-122.29555,A
1405626440,,0.009,37.8023966667,-122.295553333,A
1405626441,,0.008,37.80241,-122.295563333,A
1405626442,,0.008,37.8023933333,-122.29555,A
1405626443,,0.008,37.8023816667,-122.295551667,A
1405626444,,0.007,37.8023916667,-122.29557,A
1405626445,,0.008,37.80241,-122.295593333,A
1405626446,,0.008,37.8024083333,-122.295608333,A
1405626447,,0.008,37.8024133333,-122.295625,A
1405626448,,0.007,37.80242,-122.295643333,A
1405626449,,0.009,37.8024116667,-122.295651667,A
1405626450,,0.009,37.80242,-122.295655,A
1405626451,,0.009,37.8024366667,-122.29565,A
1405626452,,0.008,37.802445,-122.295653333,A
1405626453,,0.008,37.8024666667,-122.295666667,A
1405626454,,0.008,37.8024783333,-122.295686667,A
1405626455,,0.008,37.8024683333,-122.295701667,A
1405626456,,0.008,37.8024616667,-122.295708333,A
1405626457,,0.008,37.802455,-122.29571,A
1405626458,,0.007,37.8024683333,-122.29572,A
1405626459,,0.007,37.8024633333,-122.295726667,A
1405626460,,0.007,37.8024683333,-122.29574,A
1405626461,,0.007,37.8024683333,-122.295748333,A
1405626462,,0.007,37.8024783333,-122.295773333,A
1405626463,,0.007,37.802485,-122.295775,A
1405626464,,0.007,37.8024833333,-122.295778333,A
1405626465,,0.009,37.8024766667,-122.295786667,A
1405626466,,0.010,37.8024866667,-122.29579,A
1405626467,,0.007,37.802495,-122.2958,A
1405626468,,0.007,37.8025016667,-122.295808333,A
1405626469,,0.007,37.8025183333,-122.295816667,A
1405626470,,0.007,37.8025366667,-122.295816667,A
1405626471,,0.006,37.8025516667,-122.29582,A
1405626472,,0.007,37.80256,-122.295825,A
1405626473,,0.007,37.8025566667,-122.295826667,A
1405626474,,0.007,37.8025483333,-122.29584,A
1405626475,,0.007,37.8025483333,-122.295848333,A
1405626476,,0.007,37.8025516667,-122.295853333,A
1405626477,,0.007,37.8025616667,-122.295856667,A
1405626478,,0.006,37.8025783333,-122.295853333,A
1405626479,,0.007,37.8025966667,-122.29585,A
1405626480,,0.008,37.8026,-122.295833333,A
1405626481,,0.007,37.8026116667,-122.295828333,A
1405626482,,0.006,37.802625,-122.295831667,A
1405626483,,0.006,37.8026216667,-122.29584,A
1405626484,,0.007,37.8026116667,-122.295845,A
1405626485,,0.007,37.8026033333,-122.295841667,A
1405626486,,0.007,37.802605,-122.295848333,A
1405626487,,0.006,37.8026,-122.295856667,A
1405626488,,0.006,37.8025816667,-122.29587,A
1405626489,,0.007,37.8025833333,-122.295885,A
1405626490,,0.007,37.8025683333,-122.295891667,A
1405626491,,0.006,37.8025583333,-122.295896667,A
1405626492,,0.007,37.8025483333,-122.295901667,A
1405626493,,0.006,37.8025383333,-122.295895,A
1405626494,,0.007,37.80252,-122.295888333,A
1405626495,,0.006,37.8025283333,-122.29589,A
1405626496,,0.006,37.8025316667,-122.295891667,A
1405626497,,0.006,37.8025233333,-122.295886667,A
1405626498,,0.006,37.8025133333,-122.295883333,A
1405626499,,0.006,37.8025083333,-122.295883333,A
1405626500,,0.007,37.8025016667,-122.295881667,A
1405626501,,0.007,37.802495,-122.29588,A
1405626502,,0.006,37.80249,-122.29587,A
1405626503,,0.006,37.80248,-122.29586,A
1405626504,,0.006,37.8024716667,-122.295855,A
1405626505,,0.006,37.80248,-122.295866667,A
1405626506,,0.007,37.8024783333,-122.295881667,A
1405626507,,0.007,37.80246,-122.295885,A
1405626508,,0.007,37.8024483333,-122.295891667,A
1405626509,,0.006,37.8024383333,-122.295896667,A
1405626510,,0.007,37.8024316667,-122.295901667,A
1405626511,,0.007,37.8024166667,-122.295913333,A
1405626512,,0.007,37.8024216667,-122.295923333,A
1405626513,,0.006,37.8024183333,-122.29594,A
1405626514,,0.007,37.802425,-122.295958333,A
1405626515,,0.006,37.8024166667,-122.295975,A
1405626516,,0.006,37.8024116667,-122.29599,A
1405626517,,0.006,37.8024183333,-122.295998333,A
1405626518,,0.006,37.802415,-122.296008333,A
1405626519,,0.006,37.8024366667,-122.296021667,A
1405626520,,0.006,37.8024383333,-122.296033333,A
1405626521,,0.006,37.80243,-122.296046667,A
1405626522,,0.007,37.8024366667,-122.296066667,A
1405626523,,0.007,37.802445,-122.296088333,A
1405626524,,0.007,37.8024416667,-122.296096667,A
1405626525,,0.007,37.8024333333,-122.29611,A
1405626526,,0.007,37.8024283333,-122.296126667,A
1405626527,,0.006,37.8024216667,-122.296138333,A
1405626528,,0.006,37.8024166667,-122.296148333,A
1405626529,,0.007,37.8024033333,-122.296151667,A
1405626530,,0.009,37.802415,-122.29615,A
1405626531,,0.007,37.8024383333,-122.296175,A
1405626532,,0.006,37.802445,-122.296186667,A
1405626533,,0.007,37.8024466667,-122.2962,A
1405626534,,0.007,37.80246,-122.296205,A
1405626535,,0.006,37.802465,-122.296215,A
1405626536,,0.006,37.8024683333,-122.296236667,A
1405626537,,0.006,37.8024616667,-122.296256667,A
1405626538,,0.006,37.8024633333,-122.296268333,A
1405626539,,0.007,37.8024783333,-122.296286667,A
1405626540,,0.006,37.8024783333,-122.296293333,A
1405626541,,0.007,37.8024733333,-122.296306667,A
1405626542,,0.007,37.80247,-122.296323333,A
1405626543,,0.006,37.802465,-122.29634,A
1405626544,,0.006,37.8024833333,-122.296358333,A
1405626545,,0.006,37.802475,-122.296365,A
1405626546,,0.006,37.802475,-122.296383333,A
1405626547,,0.006,37.8024666667,-122.296386667,A
1405626548,,0.007,37.80248,-122.296406667,A
1405626549,,0.007,37.80248,-122.296415,A
1405626550,,0.006,37.8024733333,-122.296416667,A
1405626551,,0.007,37.8024466667,-122.296425,A
1405626552,,0.007,37.8024366667,-122.29644,A
1405626553,,0.007,37.8024333333,-122.29645,A
1405626554,,0.007,37.8024116667,-122.296453333,A
1405626555,,0.007,37.8024016667,-122.296451667,A
1405626556,,0.006,37.8023916667,-122.296453333,A
1405626557,,0.007,37.80239,-122.296468333,A
1405626558,,0.007,37.8023866667,-122.29648,A
1405626559,,0.006,37.802385,-122.296498333,A
1405626560,,0.007,37.8023983333,-122.29652,A
1405626561,,0.007,37.802395,-122.296528333,A
1405626562,,0.008,37.8023866667,-122.296538333,A
1405626563,,0.008,37.8023766667,-122.296541667,A
1405626564,,0.008,37.8023733333,-122.296546667,A
1405626565,,0.007,37.8023583333,-122.296536667,A
1405626566,,0.007,37.8023716667,-122.296533333,A
1405626567,,0.007,37.802395,-122.296536667,A
1405626568,,0.007,37.8024166667,-122.296538333,A
1405626569,,0.007,37.8024283333,-122.296538333,A
1405626570,,0.007,37.8024483333,-122.296538333,A
1405626571,,0.007,37.8024483333,-122.29654,A
1405626572,,0.008,37.80245,-122.296546667,A
1405626573,,0.007,37.8024583333,-122.29655,A
1405626574,,0.008,37.8024666667,-122.29655,A
1405626575,,0.009,37.8024533333,-122.296551667,A
1405626576,,0.009,37.8024333333,-122.29655,A
1405626577,,0.008,37.8024233333,-122.296545,A
1405626578,,0.008,37.8024066667,-122.296548333,A
1405626579,,0.008,37.8024116667,-122.296561667,A
1405626580,,0.008,37.8024216667,-122.296571667,A
1405626581,,0.008,37.802425,-122.296583333,A
1405626582,,0.008,37.8024233333,-122.29659,A
1405626583,,0.007,37.8024283333,-122.2966,A
1405626584,,0.007,37.8024333333,-122.296611667,A
1405626585,,0.007,37.8024216667,-122.296628333,A
1405626586,,0.007,37.80242,-122.29664,A
1405626587,,0.008,37.80242,-122.296651667,A
1405626588,,0.008,37.802405,-122.296663333,A
1405626589,,0.009,37.802405,-122.29668,A
1405626590,,0.008,37.8024033333,-122.296695,A
1405626591,,0.007,37.802395,-122.296701667,A
1405626592,,0.008,37.80239,-122.296711667,A
1405626593,,0.008,37.8023833333,-122.296723333,A
1405626594,,0.008,37.8023816667,-122.29673,A
1405626595,,0.008,37.8023916667,-122.296741667,A
1405626596,,0.007,37.8024033333,-122.29675,A
1405626597,,0.008,37.802405,-122.29676,A
1405626598,,0.008,37.802415,-122.29677,A
1405626599,,0.008,37.802425,-122.29678,A
1405626600,,0.009,37.80243,-122.29679,A
1405626601,,0.009,37.802455,-122.296798333,A
1405626602,,0.008,37.8024666667,-122.296808333,A
1405626603,,0.008,37.8024716667,-122.296816667,A
1405626604,,0.007,37.8024566667,-122.296823333,A
1405626605,,0.007,37.8024516667,-122.296835,A
1405626606,,0.007,37.80245,-122.296848333,A
1405626607,,0.008,37.8024333333,-122.296855,A
1405626608,,0.008,37.8024333333,-122.296865,A
1405626609,,0.008,37.802425,-122.296873333,A
1405626610,,0.007,37.8024183333,-122.296885,A
1405626611,,0.007,37.8024033333,-122.2969,A
1405626612,,0.007,37.8024,-122.296913333,A
1405626613,,0.007,37.8023983333,-122.296923333,A
1405626614,,0.007,37.8024,-122.296931667,A
1405626615,,0.007,37.8023966667,-122.29694,A
1405626616,,0.007,37.8023783333,-122.296948333,A
1405626617,,0.007,37.80239,-122.29696,A
1405626618,,0.007,37.8024016667,-122.296968333,A
1405626619,,0.007,37.8023916667,-122.296971667,A
1405626620,,0.006,37.8024116667,-122.29698,A
1405626621,,0.007,37.8024083333,-122.296993333,A
1405626622,,0.007,37.8023966667,-122.297001667,A
1405626623,,0.007,37.8024083333,-122.29701,A
1405626624,,0.007,37.8024066667,-122.297013333,A
1405626625,,0.008,37.802425,-122.297021667,A
1405626626,,0.009,37.8024266667,-122.297025,A
1405626627,,0.007,37.80244,-122.297031667,A
1405626628,,0.007,37.80245,-122.297036667,A
1405626629,,0.007,37.8024583333,-122.297048333,A
1405626630,,0.007,37.802475,-122.29706,A
1405626631,,0.008,37.8024816667,-122.297065,A
1405626632,,0.008,37.8024983333,-122.29707,A
1405626633,,0.008,37.802495,-122.297066667,A
1405626634,,0.007,37.8024816667,-122.297065,A
1405626635,,0.007,37.8024783333,-122.297061667,A
1405626636,,0.006,37.802495,-122.297056667,A
1405626637,,0.008,37.8024983333,-122.29704,A
1405626638,,0.009,37.802525,-122.29704,A
1405626639,,0.007,37.802555,-122.297046667,A
1405626640,,0.007,37.8025833333,-122.297055,A
1405626641,,0.007,37.8025966667,-122.297063333,A
1405626642,,0.007,37.8026283333,-122.297068333,A
1405626643,,0.009,37.8026433333,-122.297076667,A
1405626644,,0.009,37.8026566667,-122.297076667,A
1405626645,,0.007,37.80267,-122.297076667,A
1405626646,,0.007,37.8026783333,-122.297075,A
1405626647,,0.007,37.8026916667,-122.297068333,A
1405626648,,0.007,37.8027033333,-122.297056667,A
1405626649,,0.007,37.8027133333,-122.297043333,A
1405626650,,0.009,37.8027333333,-122.297036667,A
1405626651,,0.008,37.8027483333,-122.297035,A
1405626652,,0.008,37.80276,-122.297041667,A
1405626653,,0.008,37.8027716667,-122.29705,A
1405626654,,0.009,37.8027633333,-122.297045,A
1405626655,,0.007,37.8027666667,-122.297051667,A
1405626656,,0.006,37.80277,-122.297065,A
1405626657,,0.008,37.8027833333,-122.297065,A
1405626658,,0.008,37.802785,-122.297065,A
1405626659,,0.007,37.802785,-122.29706,A
1405626660,,0.008,37.802795,-122.297065,A
1405626661,,0.007,37.8028,-122.297078333,A
1405626662,,0.006,37.80281,-122.29708,A
1405626663,,0.006,37.8028066667,-122.29708,A
1405626664,,0.007,37.8028033333,-122.29707,A
1405626665,,0.007,37.8027983333,-122.297063333,A
1405626666,,0.008,37.8027916667,-122.297055,A
1405626667,,0.008,37.8028016667,-122.297061667,A
1405626668,,0.008,37.8028033333,-122.297055,A
1405626669,,0.008,37.8028,-122.297045,A
1405626670,,0.007,37.802785,-122.297018333,A
1405626671,,0.008,37.8027866667,-122.297011667,A
1405626672,,0.007,37.8028016667,-122.297001667,A
1405626673,,0.007,37.8028016667,-122.296991667,A
1405626674,,0.006,37.8027983333,-122.296983333,E
1405626675,,0.006,37.8027616667,-122.296946667,A
1405626676,,0.006,37.8027633333,-122.296945,A
1405626677,,0.006,37.80275,-122.29695,A
1405626678,,0.006,37.8027533333,-122.29696,A
1405626679,,0.007,37.8027766667,-122.296966667,A
1405626680,,0.006,37.80278,-122.296963333,E
1405626681,,0.006,37.8027816667,-122.29696,E
1405626682,,0.006,37.80277,-122.29704,A
1405626683,,0.006,37.8028,-122.297055,A
1405626684,,0.006,37.8028216667,-122.297063333,A
1405626685,,0.006,37.80281,-122.297051667,A
1405626686,,0.007,37.8027916667,-122.297055,A
1405626687,,0.007,37.8028033333,-122.297068333,A
1405626688,,0.007,37.80278,-122.297043333,A
1405626689,,0.006,37.8027866667,-122.297038333,A
1405626690,,0.006,37.80278,-122.297016667,A
1405626691,,0.006,37.80276,-122.296991667,A
1405626692,,0.007,37.8027483333,-122.296978333,A
1405626693,,0.007,37.80274,-122.296956667,A
1405626694,,0.007,37.802745,-122.296956667,A
1405626695,,0.006,37.8027516667,-122.29695,A
1405626696,,0.007,37.80274,-122.296938333,A
1405626697,,0.008,37.8027383333,-122.296931667,A
1405626698,,0.006,37.80275,-122.296936667,A
1405626699,,0.006,37.802755,-122.296935,A
1405626700,,0.007,37.8027633333,-122.296931667,A
1405626701,,0.007,37.8027616667,-122.296921667,A
1405626702,,0.006,37.8027566667,-122.296913333,A
1405626703,,0.006,37.8027533333,-122.296906667,A
1405626704,,0.006,37.80275,-122.296888333,A
1405626705,,0.006,37.8027583333,-122.296883333,A
1405626706,,0.006,37.8027516667,-122.296875,A
1405626707,,0.007,37.80275,-122.296865,A
1405626708,,0.007,37.8027566667,-122.29685,A
1405626709,,0.007,37.8027516667,-122.296835,A
1405626710,,0.007,37.80275,-122.296831667,A
1405626711,,0.006,37.80275,-122.296833333,A
1405626712,,0.006,37.8027366667,-122.296813333,A
1405626713,,0.006,37.80273,-122.296803333,A
1405626714,,0.007,37.8027316667,-122.29679,A
1405626715,,0.006,37.8027416667,-122.296788333,A
1405626716,,0.007,37.8027416667,-122.296778333,A
1405626717,,0.007,37.8027416667,-122.296763333,A
1405626718,,0.007,37.80274,-122.296758333,A
1405626719,,0.007,37.8027383333,-122.296751667,A
1405626720,,0.007,37.8027316667,-122.296738333,A
1405626721,,0.008,37.80273,-122.296735,A
1405626722,,0.008,37.8027316667,-122.296746667,A
1405626723,,0.008,37.802725,-122.296741667,A
1405626724,,0.008,37.802725,-122.296738333,A
1405626725,,0.008,37.802725,-122.296733333,A
1405626726,,0.008,37.802725,-122.296731667,A
1405626727,,0.007,37.8027283333,-122.296716667,A
1405626728,,0.008,37.80272,-122.296701667,A
1405626729,,0.009,37.802715,-122.296688333,A
1405626730,,0.008,37.8027083333,-122.296666667,A
1405626731,,0.008,37.8027083333,-122.296646667,A
1405626732,,0.009,37.8027133333,-122.296631667,A
1405626733,,0.009,37.8027133333,-122.296618333,A
1405626734,,0.008,37.8027183333,-122.29661,A
1405626735,,0.009,37.802715,-122.2966,A
1405626736,,0.009,37.80271,-122.296591667,A
1405626737,,0.008,37.8027,-122.296588333,A
1405626738,,0.008,37.8026983333,-122.29659,A
1405626739,,0.008,37.8027033333,-122.296596667,A
1405626740,,0.008,37.8026983333,-122.296556667,A
1405626741,,0.008,37.8027066667,-122.296533333,A
1405626742,,0.007,37.802715,-122.296515,A
1405626743,,0.008,37.8027183333,-122.296503333,A
1405626744,,0.008,37.8027133333,-122.296483333,A
1405626745,,0.007,37.8027066667,-122.296471667,A
1405626746,,0.006,37.8027,-122.296468333,A
1405626747,,0.006,37.802695,-122.296463333,A
1405626748,,0.007,37.80269,-122.296456667,A
1405626749,,0.007,37.8026833333,-122.296453333,A
1405626750,,0.007,37.8026783333,-122.296451667,A
1405626751,,0.007,37.802675,-122.296448333,A
1405626752,,0.006,37.802675,-122.296445,A
1405626753,,0.006,37.8026766667,-122.296446667,A
1405626754,,0.008,37.8026766667,-122.296443333,A
1405626755,,0.008,37.8026783333,-122.296443333,A
1405626756,,0.007,37.8026816667,-122.296445,A
1405626757,,0.006,37.8026816667,-122.296408333,A
1405626758,,0.006,37.8026833333,-122.296405,A
1405626759,,0.006,37.802685,-122.29639,A
1405626760,,0.008,37.8026816667,-122.296371667,A
1405626761,,0.008,37.8026733333,-122.296348333,A
1405626762,,0.007,37.80267,-122.29633,A
1405626763,,0.007,37.8026766667,-122.296311667,A
1405626764,,0.007,37.8026816667,-122.296303333,A
1405626765,,0.007,37.8026833333,-122.296285,A
1405626766,,0.006,37.8026866667,-122.29627,A
1405626767,,0.006,37.8026883333,-122.29625,A
1405626768,,0.007,37.8026966667,-122.296243333,A
1405626769,,0.007,37.802705,-122.296233333,A
1405626770,,0.008,37.8027066667,-122.296223333,A
1405626771,,0.008,37.80271,-122.296223333,A
1405626772,,0.007,37.8027133333,-122.296213333,A
1405626773,,0.007,37.8027166667,-122.296215,A
1405626774,,0.007,37.8027116667,-122.296186667,A
1405626775,,0.007,37.8027133333,-122.296175,A
1405626776,,0.007,37.8027116667,-122.296166667,A
1405626777,,0.007,37.8027066667,-122.296156667,A
1405626778,,0.007,37.802705,-122.296133333,A
1405626779,,0.007,37.802705,-122.296118333,A
1405626780,,0.007,37.8026966667,-122.296081667,A
1405626781,,0.008,37.8026933333,-122.296081667,A
1405626782,,0.008,37.8026916667,-122.296081667,A
1405626783,,0.009,37.80269,-122.29607,A
1405626784,,0.008,37.8026866667,-122.296053333,A
1405626785,,0.007,37.8026766667,-122.296035,A
1405626786,,0.007,37.802675,-122.296025,A
1405626787,,0.008,37.8026683333,-122.296016667,A
1405626788,,0.007,37.802655,-122.295996667,A
1405626789,,0.007,37.80265,-122.295971667,A
1405626790,,0.007,37.80265,-122.29596,A
1405626791,,0.007,37.8026583333,-122.295948333,A
1405626792,,0.007,37.8026583333,-122.295933333,A
1405626793,,0.006,37.80266,-122.295933333,A
1405626794,,0.006,37.8026666667,-122.295938333,A
1405626795,,0.006,37.80267,-122.295921667,A
1405626796,,0.007,37.8026816667,-122.295918333,A
1405626797,,0.007,37.802685,-122.295906667,A
1405626798,,0.008,37.8027,-122.29592,A
1405626799,,0.009,37.8027166667,-122.295926667,A
1405626800,,0.007,37.8027066667,-122.29592,A
1405626801,,0.007,37.80271,-122.295923333,A
1405626802,,0.007,37.8027083333,-122.29592,A
1405626803,,0.007,37.8027233333,-122.29593,A
