utc,filter,pm,lat,lon,device
1405626804,,0.007,37.8027216667,-122.295925,A
1405626805,,0.007,37.80273,-122.295921667,A
1405626806,,0.007,37.80274,-122.295923333,A
1405626807,,0.006,37.8027433333,-122.295926667,A
1405626808,,0.006,37.8027516667,-122.295928333,A
1405626809,,0.006,37.8027733333,-122.295945,A
1405626810,,0.006,37.80279,-122.295943333,A
1405626811,,0.006,37.8028033333,-122.295936667,A
1405626812,,0.006,37.8028133333,-122.295933333,A
1405626813,,0.007,37.8028233333,-122.295913333,A
1405626814,,0.007,37.8028366667,-122.295911667,A
1405626815,,0.007,37.8028533333,-122.295908333,A
1405626816,,0.007,37.8028583333,-122.295918333,A
1405626817,,0.008,37.8028633333,-122.295921667,A
1405626818,,0.007,37.8028633333,-122.295935,A
1405626819,,0.008,37.8028683333,-122.295943333,A
1405626820,,0.008,37.8028716667,-122.295943333,A
1405626821,,0.006,37.80287,-122.29594,A
1405626822,,0.006,37.8028716667,-122.29595,A
1405626823,,0.007,37.8028783333,-122.295953333,A
1405626824,,0.007,37.802895,-122.295971667,A
1405626825,,0.007,37.8029066667,-122.295991667,A
1405626826,,0.007,37.802915,-122.29601,A
1405626827,,0.007,37.8029183333,-122.296023333,A
1405626828,,0.007,37.8029283333,-122.29603,A
1405626829,,0.007,37.8029366667,-122.296038333,A
1405626830,,0.007,37.8029416667,-122.296043333,A
1405626831,,0.007,37.8029466667,-122.296048333,A
1405626832,,0.006,37.8029433333,-122.296051667,A
1405626833,,0.006,37.80295,-122.296063333,A
1405626834,,0.007,37.8029433333,-122.296075,A
1405626835,,0.007,37.8029266667,-122.296048333,A
1405626836,,0.006,37.8029166667,-122.296,A
1405626837,,0.006,37.8028966667,-122.295985,A
1405626838,,0.005,37.8028866667,-122.295965,A
1405626839,,0.006,37.8028733333,-122.295955,A
1405626840,,0.006,37.8028533333,-122.29595,A
1405626841,,0.006,37.8028516667,-122.295945,A
1405626842,,0.006,37.802835,-122.295948333,A
1405626843,,0.007,37.8028283333,-122.295961667,A
1405626844,,0.006,37.8028,-122.295958333,A
1405626845,,0.005,37.8027883333,-122.295948333,A
1405626846,,0.006,37.8027933333,-122.29595,A
1405626847,,0.007,37.802805,-122.295966667,A
1405626848,,0.007,37.8028216667,-122.295973333,A
1405626849,,0.007,37.802825,-122.295971667,A
1405626850,,0.006,37.8028183333,-122.295973333,A
1405626851,,0.006,37.8028133333,-122.295973333,A
1405626852,,0.006,37.8028016667,-122.295975,A
1405626853,,0.006,37.8027933333,-122.295976667,A
1405626854,,0.006,37.802795,-122.295966667,A
1405626855,,0.006,37.802785,-122.295963333,A
1405626856,,0.006,37.80278,-122.295943333,A
1405626857,,0.007,37.8027683333,-122.295936667,A
1405626858,,0.007,37.8027583333,-122.295921667,A
1405626859,,0.007,37.8027516667,-122.295913333,A
1405626860,,0.006,37.8027416667,-122.295901667,A
1405626861,,0.006,37.8027583333,-122.29591,A
1405626862,,0.006,37.8027783333,-122.295915,A
1405626863,,0.006,37.802795,-122.295918333,A
1405626864,,0.006,37.8028083333,-122.295931667,A
1405626865,,0.007,37.80282,-122.29594,A
1405626866,,0.006,37.802825,-122.295925,A
1405626867,,0.006,37.8028316667,-122.295916667,A
1405626868,,0.006,37.8028416667,-122.295911667,A
1405626869,,0.006,37.8028516667,-122.295908333,A
1405626870,,0.006,37.802865,-122.29589,A
1405626871,,0.007,37.802865,-122.295891667,A
1405626872,,0.006,37.80287,-122.295893333,A
1405626873,,0.006,37.802885,-122.295906667,A
1405626874,,0.007,37.8028983333,-122.29591,A
1405626875,,0.007,37.8029066667,-122.295906667,A
1405626876,,0.007,37.8029116667,-122.295898333,A
1405626877,,0.006,37.80293,-122.295898333,A
1405626878,,0.006,37.80294,-122.295908333,A
1405626879,,0.007,37.8029433333,-122.29591,A
1405626880,,0.007,37.8029483333,-122.295905,A
1405626881,,0.006,37.8029483333,-122.295896667,A
1405626882,,0.007,37.8029566667,-122.295885,A
1405626883,,0.007,37.8029583333,-122.295878333,A
1405626884,,0.006,37.8029766667,-122.295888333,A
1405626885,,0.007,37.80299,-122.295891667,A
1405626886,,0.008,37.8030083333,-122.295896667,A
1405626887,,0.008,37.803015,-122.295896667,A
1405626888,,0.007,37.803025,-122.295891667,A
1405626889,,0.006,37.8030333333,-122.295885,A
1405626890,,0.006,37.803045,-122.295873333,A
1405626891,,0.007,37.8030316667,-122.295868333,A
1405626892,,0.007,37.8030233333,-122.295841667,A
1405626893,,0.006,37.8030266667,-122.295821667,A
1405626894,,0.005,37.8030366667,-122.295818333,A
1405626895,,0.006,37.8030416667,-122.295786667,A
1405626896,,0.007,37.8030383333,-122.295763333,A
1405626897,,0.006,37.8030466667,-122.295741667,A
1405626898,,0.006,37.8030583333,-122.295733333,A
1405626899,,0.006,37.8030533333,-122.29572,A
1405626900,,0.007,37.8030533333,-122.295711667,A
1405626901,,0.008,37.8030466667,-122.295715,A
1405626902,,0.006,37.8030616667,-122.295733333,A
1405626903,,0.007,37.80309,-122.295756667,A
1405626904,,0.006,37.803095,-122.29576,A
1405626905,,0.007,37.8031066667,-122.295773333,A
1405626906,,0.007,37.8031083333,-122.295775,A
1405626907,,0.006,37.8031283333,-122.295755,A
1405626908,,0.006,37.8031466667,-122.29574,A
1405626909,,0.006,37.80316,-122.295743333,A
1405626910,,0.006,37.8031716667,-122.295731667,A
1405626911,,0.006,37.8031816667,-122.295711667,A
1405626912,,0.007,37.8031783333,-122.295708333,A
1405626913,,0.007,37.8031933333,-122.295711667,A
1405626914,,0.006,37.803205,-122.295708333,A
1405626915,,0.006,37.803215,-122.295701667,A
1405626916,,0.007,37.8032316667,-122.295708333,A
1405626917,,0.007,37.8032433333,-122.295721667,A
1405626918,,0.007,37.8032583333,-122.295735,A
1405626919,,0.007,37.803265,-122.295735,A
1405626920,,0.006,37.8032633333,-122.295725,A
1405626921,,0.007,37.8032683333,-122.29573,A
1405626922,,0.007,37.8032716667,-122.295726667,A
1405626923,,0.006,37.80326,-122.295708333,A
1405626924,,0.006,37.8032683333,-122.29571,A
1405626925,,0.006,37.8032766667,-122.295705,A
1405626926,,0.006,37.8032916667,-122.295703333,A
1405626927,,0.007,37.803305,-122.295713333,A
1405626928,,0.007,37.8033233333,-122.295708333,A
1405626929,,0.007,37.8033483333,-122.295706667,A
1405626930,,0.006,37.803365,-122.295701667,A
1405626931,,0.006,37.803375,-122.295695,A
1405626932,,0.008,37.8033866667,-122.295686667,A
1405626933,,0.007,37.80339,-122.29567,A
1405626934,,0.006,37.8033966667,-122.295666667,A
1405626935,,0.006,37.8034016667,-122.295666667,A
1405626936,,0.007,37.803405,-122.29567,A
1405626937,,0.006,37.8033883333,-122.295668333,A
1405626938,,0.006,37.8033933333,-122.295676667,A
1405626939,,0.006,37.8033983333,-122.295673333,A
1405626940,,0.006,37.8034,-122.295685,A
1405626941,,0.006,37.8034066667,-122.295686667,A
1405626942,,0.005,37.8034133333,-122.29568,A
1405626943,,0.006,37.8034166667,-122.295658333,A
1405626944,,0.006,37.803435,-122.295646667,A
1405626945,,0.006,37.8034566667,-122.295645,A
1405626946,,0.007,37.8034633333,-122.295631667,A
1405626947,,0.007,37.8034666667,-122.295618333,A
1405626948,,0.013,37.8034816667,-122.295615,A
1405626949,,0.006,37.80348,-122.295598333,A
1405626950,,0.006,37.8034833333,-122.2956,A
1405626951,,0.006,37.8034816667,-122.295605,A
1405626952,,0.006,37.8034766667,-122.29562,A
1405626953,,0.007,37.803485,-122.295621667,A
1405626954,,0.006,37.8035,-122.295628333,A
1405626955,,0.005,37.8035166667,-122.295613333,A
1405626956,,0.005,37.8035383333,-122.295603333,A
1405626957,,0.006,37.8035383333,-122.295603333,A
1405626958,,0.005,37.8035383333,-122.295605,A
1405626959,,0.005,37.803535,-122.295603333,A
1405626960,,0.007,37.8035383333,-122.295598333,A
1405626961,,0.005,37.8035616667,-122.295613333,A
1405626962,,0.005,37.80358,-122.295616667,A
1405626963,,0.006,37.8036016667,-122.295618333,A
1405626964,,0.006,37.8036133333,-122.295616667,A
1405626965,,0.006,37.80362,-122.295608333,A
1405626966,,0.005,37.8036316667,-122.295606667,A
1405626967,,0.005,37.803635,-122.295596667,A
1405626968,,0.005,37.8036433333,-122.295588333,A
1405626969,,0.005,37.803655,-122.295586667,A
1405626970,,0.005,37.803665,-122.295593333,A
1405626971,,0.005,37.8036783333,-122.295598333,A
1405626972,,0.005,37.8036883333,-122.2956,A
1405626973,,0.006,37.803705,-122.295598333,A
1405626974,,0.007,37.8037183333,-122.295596667,A
1405626975,,0.006,37.8037333333,-122.295586667,A
1405626976,,0.006,37.8037416667,-122.295576667,A
1405626977,,0.006,37.8037533333,-122.295571667,A
1405626978,,0.005,37.8037616667,-122.295561667,A
1405626979,,0.005,37.803765,-122.295555,A
1405626980,,0.005,37.803765,-122.295548333,A
1405626981,,0.006,37.8037666667,-122.295536667,A
1405626982,,0.007,37.8037733333,-122.295523333,A
1405626983,,0.006,37.8037783333,-122.295516667,A
1405626984,,0.006,37.8037866667,-122.295515,A
1405626985,,0.006,37.80379,-122.295516667,A
1405626986,,0.006,37.803795,-122.295506667,A
1405626987,,0.005,37.8037966667,-122.295506667,A
1405626988,,0.005,37.803795,-122.295508333,A
1405626989,,0.005,37.8037983333,-122.295508333,A
1405626990,,0.005,37.8038083333,-122.295508333,A
1405626991,,0.006,37.8038183333,-122.295505,A
1405626992,,0.006,37.8038283333,-122.295498333,A
1405626993,,0.006,37.8038416667,-122.295493333,A
1405626994,,0.006,37.8038516667,-122.295496667,A
1405626995,,0.006,37.8038616667,-122.2955,A
1405626996,,0.005,37.803865,-122.295501667,A
1405626997,,0.006,37.80387,-122.295505,A
1405626998,,0.005,37.8038766667,-122.295505,A
1405626999,,0.005,37.8038816667,-122.295501667,A
1405627000,,0.005,37.8038866667,-122.295496667,A
1405627001,,0.005,37.8039016667,-122.295491667,A
1405627002,,0.006,37.8039116667,-122.295491667,A
1405627003,,0.006,37.80392,-122.295493333,A
1405627004,,0.006,37.8039333333,-122.2955,A
1405627005,,0.007,37.803945,-122.295498333,A
1405627006,,0.007,37.80395,-122.2955,A
1405627007,,0.005,37.8039566667,-122.295498333,A
1405627008,,0.005,37.80397,-122.2955,A
1405627009,,0.006,37.8039766667,-122.295503333,A
1405627010,,0.006,37.8039833333,-122.29551,A
1405627011,,0.006,37.8039916667,-122.295511667,A
1405627012,,0.007,37.8039983333,-122.29552,A
1405627013,,0.007,37.8040083333,-122.295523333,A
1405627014,,0.006,37.80402,-122.295531667,A
1405627015,,0.006,37.8040316667,-122.29553,A
1405627016,,0.006,37.8040366667,-122.295533333,A
1405627017,,0.005,37.8040366667,-122.295521667,A
1405627018,,0.005,37.80403,-122.295521667,A
1405627019,,0.005,37.804025,-122.295513333,A
1405627020,,0.005,37.8040183333,-122.295518333,A
1405627021,,0.005,37.8040116667,-122.295505,A
1405627022,,0.006,37.8040033333,-122.295506667,A
1405627023,,0.006,37.8040033333,-122.295508333,A
1405627024,,0.006,37.804005,-122.295498333,A
1405627025,,0.006,37.8040066667,-122.2955,A
1405627026,,0.005,37.8040116667,-122.295498333,A
1405627027,,0.006,37.8040166667,-122.295496667,A
1405627028,,0.007,37.804015,-122.295496667,A
1405627029,,0.006,37.804015,-122.295493333,A
1405627030,,0.006,37.8040166667,-122.295498333,A
1405627031,,0.005,37.80401,-122.295506667,A
1405627032,,0.005,37.80401,-122.295516667,A
1405627033,,0.005,37.804015,-122.295515,A
1405627034,,0.005,37.8040083333,-122.29552,A
1405627035,,0.006,37.8040033333,-122.295521667,A
1405627036,,0.006,37.804,-122.295515,A
1405627037,,0.006,37.803995,-122.295506667,A
1405627038,,0.006,37.8039966667,-122.295501667,A
1405627039,,0.005,37.804,-122.295511667,A
1405627040,,0.006,37.804005,-122.295518333,A
1405627041,,0.005,37.8040233333,-122.295525,A
1405627042,,0.005,37.80403,-122.295521667,A
1405627043,,0.006,37.80403,-122.295531667,A
1405627044,,0.006,37.8040383333,-122.295538333,A
1405627045,,0.006,37.8040383333,-122.295541667,A
1405627046,,0.005,37.8040483333,-122.295546667,A
1405627047,,0.005,37.8040516667,-122.295546667,A
1405627048,,0.006,37.804055,-122.295553333,A
1405627049,,0.006,37.804055,-122.29556,A
1405627050,,0.005,37.8040616667,-122.295571667,A
1405627051,,0.005,37.804065,-122.295583333,A
1405627052,,0.005,37.8040716667,-122.295591667,A
1405627053,,0.006,37.80408,-122.295593333,A
1405627054,,0.005,37.804085,-122.295595,A
1405627055,,0.005,37.8040766667,-122.295605,A
1405627056,,0.006,37.804075,-122.29561,A
1405627057,,0.005,37.8040716667,-122.295611667,A
1405627058,,0.005,37.8040666667,-122.29563,A
1405627059,,0.006,37.8040666667,-122.295641667,A
1405627060,,0.005,37.8040733333,-122.29565,A
1405627061,,0.005,37.8040733333,-122.29566,A
1405627062,,0.006,37.8040733333,-122.295663333,A
1405627063,,0.006,37.8040716667,-122.295665,A
1405627064,,0.005,37.804075,-122.295671667,A
1405627065,,0.005,37.804075,-122.295685,A
1405627066,,0.006,37.8040733333,-122.295701667,A
1405627067,,0.007,37.8040733333,-122.295723333,A
1405627068,,0.005,37.80407,-122.295738333,A
1405627069,,0.006,37.8040683333,-122.295751667,A
1405627070,,0.006,37.80407,-122.295768333,A
1405627071,,0.005,37.8040733333,-122.295781667,A
1405627072,,0.005,37.8040783333,-122.295795,A
1405627073,,0.006,37.80408,-122.295806667,A
1405627074,,0.006,37.8040766667,-122.295818333,A
1405627075,,0.006,37.804075,-122.295828333,A
1405627076,,0.006,37.804075,-122.295836667,A
1405627077,,0.006,37.8040783333,-122.29585,A
1405627078,,0.007,37.8040766667,-122.295858333,A
1405627079,,0.006,37.804075,-122.295861667,A
1405627080,,0.006,37.8040766667,-122.295873333,A
1405627081,,0.006,37.8040816667,-122.295883333,A
1405627082,,0.006,37.8040866667,-122.295893333,A
1405627083,,0.006,37.8040916667,-122.295911667,A
1405627084,,0.007,37.8040966667,-122.295923333,A
1405627085,,0.007,37.8041033333,-122.29594,A
1405627086,,0.006,37.8041116667,-122.295946667,A
1405627087,,0.006,37.8041166667,-122.295956667,A
1405627088,,0.005,37.8041316667,-122.295956667,A
1405627089,,0.005,37.80414,-122.29597,A
1405627090,,0.006,37.8041466667,-122.295978333,A
1405627091,,0.006,37.8041466667,-122.295993333,A
1405627092,,0.007,37.8041566667,-122.295995,A
1405627093,,0.006,37.8041616667,-122.296006667,A
1405627094,,0.007,37.804165,-122.296015,A
1405627095,,0.006,37.804165,-122.296026667,A
1405627096,,0.006,37.80417,-122.296035,A
1405627097,,0.006,37.80417,-122.296048333,A
1405627098,,0.006,37.80417,-122.29606,A
1405627099,,0.005,37.80417,-122.296068333,A
1405627100,,0.007,37.804175,-122.296061667,A
1405627101,,0.007,37.8041783333,-122.296058333,E
1405627102,,0.006,37.8041833333,-122.296055,E
1405627103,,0.006,37.8041883333,-122.296053333,E
1405627104,,0.006,37.8041933333,-122.29605,E
1405627105,,0.006,37.80418,-122.296065,A
1405627106,,0.006,37.8041816667,-122.296056667,E
1405627107,,0.007,37.8041116667,-122.296028333,A
1405627108,,0.006,37.8040666667,-122.296073333,A
1405627109,,0.006,37.80407,-122.296111667,A
1405627110,,0.006,37.8040866667,-122.296111667,A
1405627111,,0.006,37.8041166667,-122.296123333,A
1405627112,,0.006,37.8041233333,-122.296138333,A
1405627113,,0.007,37.80414,-122.296148333,A
1405627114,,0.006,37.8041333333,-122.296171667,A
1405627115,,0.006,37.8041166667,-122.296201667,A
1405627116,,0.007,37.8041083333,-122.296226667,A
1405627117,,0.007,37.804095,-122.296253333,A
1405627118,,0.006,37.804095,-122.296281667,A
1405627119,,0.006,37.80412,-122.296275,A
1405627120,,0.006,37.80414,-122.29627,A
1405627121,,0.006,37.8041566667,-122.296275,A
1405627122,,0.005,37.8041666667,-122.29627,A
1405627123,,0.006,37.8041783333,-122.296265,A
1405627124,,0.006,37.8041916667,-122.296275,A
1405627125,,0.007,37.804205,-122.296268333,A
1405627126,,0.006,37.8042216667,-122.29626,A
1405627127,,0.006,37.804225,-122.296261667,A
1405627128,,0.006,37.8042216667,-122.29627,A
1405627129,,0.007,37.8042166667,-122.296275,A
1405627130,,0.007,37.8042116667,-122.296295,A
1405627131,,0.007,37.8042166667,-122.296291667,A
1405627132,,0.007,37.8042166667,-122.2963,A
1405627133,,0.007,37.8042216667,-122.296303333,A
1405627134,,0.007,37.8042166667,-122.296311667,A
1405627135,,0.007,37.8042133333,-122.296328333,A
1405627136,,0.006,37.80422,-122.296345,A
1405627137,,0.006,37.8042233333,-122.296358333,A
1405627138,,0.006,37.804225,-122.296371667,A
1405627139,,0.006,37.8042283333,-122.296381667,A
1405627140,,0.007,37.8042233333,-122.29639,A
1405627141,,0.007,37.8042166667,-122.296395,A
1405627142,,0.007,37.8042166667,-122.296405,A
1405627143,,0.007,37.8042166667,-122.296413333,A
1405627144,,0.007,37.80422,-122.296421667,A
1405627145,,0.006,37.804225,-122.296428333,A
1405627146,,0.006,37.8042266667,-122.29644,A
1405627147,,0.006,37.8042266667,-122.296446667,A
1405627148,,0.006,37.804225,-122.296455,A
1405627149,,0.006,37.8042283333,-122.29646,A
1405627150,,0.006,37.80423,-122.296476667,A
1405627151,,0.006,37.804235,-122.296493333,A
1405627152,,0.006,37.80423,-122.29651,A
1405627153,,0.006,37.8042333333,-122.296516667,A
1405627154,,0.006,37.8042383333,-122.296518333,A
1405627155,,0.006,37.8042416667,-122.296526667,A
1405627156,,0.007,37.804245,-122.296535,A
1405627157,,0.007,37.80425,-122.296545,A
1405627158,,0.007,37.80425,-122.296545,A
1405627159,,0.006,37.8042516667,-122.296551667,A
1405627160,,0.006,37.8042516667,-122.29656,A
1405627161,,0.006,37.8042433333,-122.296563333,A
1405627162,,0.006,37.80424,-122.296573333,A
1405627163,,0.006,37.8042366667,-122.29658,A
1405627164,,0.007,37.8042383333,-122.296586667,A
1405627165,,0.007,37.8042316667,-122.296591667,A
1405627166,,0.007,37.8042283333,-122.296593333,A
1405627167,,0.006,37.804225,-122.296598333,A
1405627168,,0.006,37.804215,-122.296603333,A
1405627169,,0.006,37.8042116667,-122.296605,A
1405627170,,0.007,37.8042066667,-122.296608333,A
1405627171,,0.006,37.8042,-122.296608333,A
1405627172,,0.006,37.8041933333,-122.29661,A
1405627173,,0.007,37.8041866667,-122.29661,A
1405627174,,0.006,37.80418,-122.29661,A
1405627175,,0.006,37.804175,-122.296611667,A
1405627176,,0.007,37.8041633333,-122.296611667,A
1405627177,,0.007,37.80416,-122.296615,A
1405627178,,0.007,37.8041566667,-122.296623333,A
1405627179,,0.007,37.8041483333,-122.296635,A
1405627180,,0.006,37.80414,-122.296643333,A
1405627181,,0.006,37.8041316667,-122.29665,A
1405627182,,0.006,37.8041333333,-122.29665,A
1405627183,,0.006,37.8041316667,-122.296651667,A
1405627184,,0.007,37.8041333333,-122.296648333,A
1405627185,,0.006,37.8041333333,-122.296648333,A
1405627186,,0.006,37.80413,-122.296653333,A
1405627187,,0.006,37.8041233333,-122.296656667,A
1405627188,,0.006,37.8041133333,-122.296661667,A
1405627189,,0.006,37.8041083333,-122.296675,A
1405627190,,0.007,37.8041116667,-122.296676667,A
1405627191,,0.007,37.8041166667,-122.29668,A
1405627192,,0.006,37.804115,-122.296685,A
1405627193,,0.007,37.8041033333,-122.296696667,A
1405627194,,0.007,37.8041,-122.296701667,A
1405627195,,0.007,37.8040966667,-122.296703333,A
1405627196,,0.008,37.8040833333,-122.296711667,A
1405627197,,0.007,37.80408,-122.296718333,A
1405627198,,0.007,37.8040666667,-122.29673,A
1405627199,,0.007,37.8040616667,-122.296731667,A
1405627200,,0.007,37.8040516667,-122.296741667,A
1405627201,,0.007,37.80403,-122.296745,A
1405627202,,0.007,37.8040033333,-122.296745,A
1405627203,,0.006,37.804,-122.296736667,A
1405627204,,0.007,37.803995,-122.296733333,A
1405627205,,0.006,37.80398,-122.296723333,A
1405627206,,0.007,37.8039766667,-122.29671,A
1405627207,,0.007,37.8039616667,-122.296713333,A
1405627208,,0.007,37.803965,-122.296715,A
1405627209,,0.007,37.80395,-122.296716667,A
1405627210,,0.007,37.8039383333,-122.29671,A
1405627211,,0.007,37.8039166667,-122.296708333,A
1405627212,,0.007,37.80392,-122.29671,A
1405627213,,0.007,37.8039216667,-122.296726667,A
1405627214,,0.007,37.803905,-122.296723333,A
1405627215,,0.007,37.8038866667,-122.296721667,A
1405627216,,0.006,37.8038883333,-122.296721667,A
1405627217,,0.006,37.80387,-122.296716667,A
1405627218,,0.006,37.8038466667,-122.296715,A
1405627219,,0.007,37.8038283333,-122.296711667,A
1405627220,,0.006,37.8038083333,-122.29671,A
1405627221,,0.006,37.8038033333,-122.296706667,A
1405627222,,0.007,37.803805,-122.296713333,A
1405627223,,0.007,37.8038,-122.296711667,A
1405627224,,0.007,37.8037883333,-122.296713333,A
1405627225,,0.007,37.8037833333,-122.29672,A
1405627226,,0.006,37.8037683333,-122.296741667,A
1405627227,,0.006,37.8037616667,-122.296753333,A
1405627228,,0.007,37.8037583333,-122.296755,A
1405627229,,0.008,37.8037466667,-122.296755,A
1405627230,,0.007,37.803735,-122.29676,A
1405627231,,0.008,37.8037083333,-122.29676,A
1405627232,,0.008,37.8036933333,-122.296766667,A
1405627233,,0.007,37.8036833333,-122.296771667,A
1405627234,,0.006,37.8036816667,-122.296781667,A
1405627235,,0.006,37.8036783333,-122.296791667,A
1405627236,,0.006,37.8036666667,-122.296803333,A
1405627237,,0.007,37.8036633333,-122.296803333,A
1405627238,,0.007,37.803665,-122.296803333,A
1405627239,,0.006,37.80366,-122.296795,A
1405627240,,0.007,37.80365,-122.296796667,A
1405627241,,0.007,37.803645,-122.296796667,A
1405627242,,0.007,37.8036283333,-122.296796667,A
1405627243,,0.007,37.8036216667,-122.296793333,A
1405627244,,0.006,37.8036216667,-122.296791667,A
1405627245,,0.007,37.8036216667,-122.29679,A
1405627246,,0.007,37.8036216667,-122.296781667,A
1405627247,,0.007,37.8036133333,-122.29679,A
1405627248,,0.006,37.8036066667,-122.296801667,A
1405627249,,0.006,37.80362,-122.296793333,A
1405627250,,0.006,37.803655,-122.296795,A
1405627251,,0.007,37.8037,-122.296785,A
1405627252,,0.007,37.803685,-122.296788333,A
1405627253,,0.006,37.8036616667,-122.29679,A
1405627254,,0.007,37.80362,-122.296798333,A
1405627255,,0.007,37.8035866667,-122.296803333,A
1405627256,,0.007,37.803555,-122.29681,A
1405627257,,0.006,37.8035516667,-122.296813333,A
1405627258,,0.007,37.803555,-122.296811667,A
1405627259,,0.007,37.803565,-122.296811667,A
1405627260,,0.007,37.8035716667,-122.296805,A
1405627261,,0.006,37.8035766667,-122.2968,A
1405627262,,0.007,37.8035783333,-122.296805,A
1405627263,,0.007,37.8035783333,-122.2968,A
1405627264,,0.006,37.80358,-122.296795,A
1405627265,,0.006,37.803575,-122.296791667,A
1405627266,,0.006,37.80358,-122.296788333,A
1405627267,,0.007,37.8035816667,-122.296776667,A
1405627268,,0.006,37.8035816667,-122.296761667,A
1405627269,,0.006,37.8035883333,-122.296755,A
1405627270,,0.006,37.803595,-122.296765,A
1405627271,,0.006,37.8035966667,-122.296773333,A
1405627272,,0.007,37.8035983333,-122.296781667,A
1405627273,,0.006,37.8036,-122.296788333,A
1405627274,,0.006,37.8036,-122.2968,A
1405627275,,0.007,37.8035983333,-122.296801667,A
1405627276,,0.007,37.8036066667,-122.296795,A
1405627277,,0.006,37.803625,-122.2968,A
1405627278,,0.006,37.8036283333,-122.296806667,A
1405627279,,0.006,37.8036266667,-122.296803333,A
1405627280,,0.006,37.803625,-122.296798333,A
1405627281,,0.006,37.8036216667,-122.296796667,A
1405627282,,0.006,37.8036166667,-122.296798333,A
1405627283,,0.006,37.8036116667,-122.2968,A
1405627284,,0.006,37.8036066667,-122.296806667,A
1405627285,,0.006,37.8036016667,-122.296803333,A
1405627286,,0.007,37.8035966667,-122.296811667,A
1405627287,,0.007,37.80358,-122.2968,A
1405627288,,0.007,37.8035683333,-122.296793333,A
1405627289,,0.007,37.8035683333,-122.296796667,A
1405627290,,0.006,37.8035616667,-122.296793333,A
1405627291,,0.006,37.8035616667,-122.296791667,A
1405627292,,0.006,37.8035783333,-122.2968,A
1405627293,,0.006,37.8035833333,-122.296801667,A
1405627294,,0.006,37.8035816667,-122.296805,A
1405627295,,0.006,37.8035866667,-122.296803333,A
1405627296,,0.006,37.803595,-122.296801667,A
1405627297,,0.007,37.8036,-122.296796667,A
1405627298,,0.006,37.803605,-122.296791667,A
1405627299,,0.006,37.80361,-122.296781667,A
1405627300,,0.006,37.8036066667,-122.296778333,A
1405627301,,0.006,37.803615,-122.296788333,A
1405627302,,0.007,37.8036133333,-122.2968,A
1405627303,,0.006,37.8036116667,-122.296803333,A
1405627304,,0.006,37.8036066667,-122.296801667,A
1405627305,,0.006,37.8036,-122.296805,A
1405627306,,0.006,37.803595,-122.29681,A
1405627307,,0.007,37.8035883333,-122.296813333,A
1405627308,,0.006,37.8035883333,-122.29682,A
1405627309,,0.006,37.80358,-122.296825,A
1405627310,,0.006,37.8035666667,-122.296825,A
1405627311,,0.006,37.8035533333,-122.296823333,A
1405627312,,0.006,37.8035316667,-122.29682,A
1405627313,,0.006,37.8035183333,-122.296823333,A
1405627314,,0.006,37.803515,-122.296816667,A
1405627315,,0.006,37.8035066667,-122.29682,A
1405627316,,0.006,37.80349,-122.29683,A
1405627317,,0.007,37.803475,-122.29683,A
1405627318,,0.008,37.8034716667,-122.29684,A
1405627319,,0.006,37.80346,-122.296851667,A
1405627320,,0.007,37.803445,-122.29685,A
1405627321,,0.007,37.8034366667,-122.296853333,A
1405627322,,0.006,37.8034516667,-122.296863333,A
1405627323,,0.006,37.8034533333,-122.296871667,A
1405627324,,0.006,37.80345,-122.29687,A
1405627325,,0.006,37.8034266667,-122.296871667,A
1405627326,,0.006,37.803415,-122.296868333,A
1405627327,,0.006,37.8033933333,-122.296878333,A
1405627328,,0.006,37.8034016667,-122.296883333,A
1405627329,,0.006,37.8034016667,-122.296893333,A
1405627330,,0.006,37.8033866667,-122.296886667,A
1405627331,,0.006,37.8033833333,-122.29688,A
1405627332,,0.006,37.803375,-122.296886667,A
1405627333,,0.006,37.803385,-122.296901667,A
1405627334,,0.006,37.80339,-122.296915,A
1405627335,,0.006,37.8034033333,-122.296935,A
1405627336,,0.006,37.8034033333,-122.296941667,A
1405627337,,0.007,37.8033966667,-122.296935,A
1405627338,,0.006,37.8033783333,-122.296931667,A
1405627339,,0.006,37.8033666667,-122.29693,A
1405627340,,0.005,37.8033633333,-122.296936667,A
1405627341,,0.005,37.8033283333,-122.296918333,A
1405627342,,0.006,37.8033333333,-122.296921667,A
1405627343,,0.006,37.8033316667,-122.296923333,A
1405627344,,0.007,37.8033266667,-122.296921667,A
1405627345,,0.007,37.803325,-122.296921667,A
1405627346,,0.006,37.8033216667,-122.29691,A
1405627347,,0.006,37.8033183333,-122.296906667,A
1405627348,,0.006,37.803315,-122.296905,A
1405627349,,0.006,37.8033183333,-122.296905,A
1405627350,,0.005,37.80333,-122.296901667,A
1405627351,,0.005,37.803335,-122.296901667,A
1405627352,,0.006,37.8033433333,-122.296898333,A
1405627353,,0.005,37.8033516667,-122.296898333,A
1405627354,,0.006,37.80334,-122.296901667,A
1405627355,,0.005,37.8033133333,-122.296896667,A
1405627356,,0.005,37.8033,-122.296893333,A
1405627357,,0.006,37.8032916667,-122.296885,A
1405627358,,0.006,37.8032816667,-122.29688,A
1405627359,,0.006,37.8032833333,-122.296871667,A
1405627360,,0.006,37.8032783333,-122.296868333,A
1405627361,,0.006,37.8032716667,-122.296875,A
1405627362,,0.006,37.803265,-122.296883333,A
